	GSM4705199	GSM4705200	GSM4705201	GSM4705202	GSM4705203	GSM4705204	GSM4705205	GSM4705206
RPL6P29	0	1	6	0	1	4	0	0
AL122008.4	0	0	0	1	0	0	0	0
AC073135.1	1	0	0	2	1	0	0	0
AC104389.3	0	0	0	3	3	1	0	0
GAGE2C	1	0	0	0	0	0	0	1
AL512605.1	0	1	0	1	1	1	1	4
SLC25A3P1	3	1	1	2	1	0	6	0
MTND4P14	18	5	10	7	8	5	2	7
AC009404.1	5	1	15	7	14	12	13	10
DIAPH2-AS1	5	9	13	5	11	14	5	5
EI24P2	0	0	5	0	2	0	0	1
TIMM8BP1	0	0	0	0	1	0	0	0
PPIAP64	6	1	3	5	1	1	3	1
AC064862.4	0	0	0	0	0	0	0	0
SHANK2-AS2	0	0	1	1	0	0	0	2
AC234582.2	7	9	5	4	4	5	6	6
RPL26P30	26	10	11	23	14	13	14	12
Z98884.1	2	3	1	3	22	25	2	5
AP006216.2	0	0	0	0	2	0	0	0
LINC01361	0	0	8	7	3	3	0	2
Z82214.2	2	0	0	2	0	0	0	1
AC004865.1	5	4	6	7	8	3	1	3
NDP-AS1	259	234	149	219	64	55	158	140
NIPA2P5	0	0	1	0	1	0	1	0
PEBP1P3	0	0	1	0	2	0	0	0
CLEC2L	3	4	6	3	1	1	3	4
AC114737.2	2	1	6	0	2	2	1	1
NDUFB9P2	2	2	1	4	1	0	0	5
AC019197.1	25	17	41	30	49	53	21	33
VN1R31P	4	4	3	3	0	0	0	1
NPM1P8	0	0	4	6	0	3	0	0
ZBED5	601	494	196	361	385	387	223	206
GACAT3	4	1	3	3	0	1	2	3
EEF1GP7	0	1	3	4	0	2	1	0
AC138024.1	0	0	6	3	4	2	0	0
TSRM	0	0	1	0	4	1	0	0
AC007557.3	3	1	4	2	5	5	0	3
GUSBP5	14	5	2	3	32	13	9	8
AC048351.1	1	2	1	0	1	1	0	1
AC092634.5	4	2	3	0	4	6	4	1
MTND4LP12	5	0	1	0	2	1	1	0
MRGPRG-AS1	3	1	0	0	0	0	0	0
AL157712.1	3	3	0	1	3	1	0	0
AP001189.1	1	0	0	0	0	1	0	0
SLC12A9-AS1	0	0	0	1	1	0	0	1
LINC01241	0	2	6	2	6	5	2	0
EEF1E1P1	2	2	5	0	1	3	1	0
AL138921.2	0	4	1	6	5	3	4	4
TLX1NB	1	0	1	0	0	0	0	0
RPL34P34	5	0	2	2	2	0	1	2
VN1R53P	0	1	1	0	0	2	1	3
OR7E109P	4	0	2	0	0	1	0	1
AC104333.2	0	0	0	0	0	0	0	0
KCCAT333	1	1	17	7	9	3	2	4
AC105021.1	0	1	0	4	1	2	0	0
SLFN14	3	5	4	2	7	0	1	0
RP11-327I22.8	1	3	0	0	0	1	1	2
BMP6P1	0	1	0	0	0	0	0	0
AL035634.1	5	9	3	1	5	1	2	1
AC005300.1	3	5	0	0	0	0	0	0
AL050331.2	48	20	8	23	43	33	31	23
AL831737.1	3	0	0	5	0	1	0	0
RPL5P9	4	4	4	3	4	2	1	6
AP001604.1	0	0	2	1	5	0	1	0
TRHDE-AS1	19	7	25	37	39	16	19	20
PPIAL4G	0	2	2	3	1	0	0	0
AL161638.2	0	0	0	0	0	2	0	0
AL022725.1	0	0	2	0	0	0	1	0
FMR1-IT1	0	0	0	0	0	0	0	0
AC015987.2	1073	1026	458	709	687	499	592	685
POM121L13P	3	0	0	0	0	0	0	0
AC000099.1	3	1	8	5	2	1	3	1
AL161740.1	1	1	1	0	2	1	4	1
EI24P4	1	0	0	0	0	0	0	0
AL354719.2	2	7	3	2	4	5	2	2
PSMC1P10	0	0	8	7	5	0	1	0
SUCLG2P2	5	4	1	3	5	4	4	2
AC005220.1	2	1	5	3	2	1	0	0
LINC00437	0	0	1	2	2	2	0	1
AL391415.1	4	1	0	2	1	0	1	0
AC079584.1	2	0	0	0	0	1	0	0
EI24P1	0	0	0	0	0	0	0	1
AL355472.3	0	1	1	4	4	2	4	1
OR51B8P	0	4	12	5	2	1	0	0
AL445183.3	17	16	6	15	15	17	23	8
GAGE12F	0	0	0	0	0	0	0	0
AL358115.1	43	26	14	20	32	23	27	27
AL008987.1	0	1	4	2	1	0	0	1
AL359313.1	1	0	17	4	16	5	0	0
CT47A1	0	0	0	0	0	0	0	0
AL353052.2	0	3	3	0	0	2	1	0
AL391704.2	2	0	15	6	8	6	1	8
POU5F1P5	5	1	5	1	1	2	0	0
AL353780.1	1	0	5	7	0	0	3	1
AC084809.2	1	1	0	2	0	0	1	0
AL133319.1	0	1	5	7	5	0	0	0
ZNF736P4Y	0	0	0	0	0	0	0	0
VENTXP7	0	0	0	0	1	0	0	0
KRTAP10-13P	8	5	1	2	0	0	0	0
LINC00854	32	26	24	16	17	13	8	6
LINC00479	4	2	1	0	0	0	0	1
AC026355.2	2	0	1	4	2	1	0	0
AC009518.3	0	0	0	0	0	0	1	0
AL139350.1	1	1	0	0	0	0	0	1
ITCH-AS1	2	0	3	0	0	0	0	0
AL121970.1	3	3	2	3	2	0	0	0
AC092800.1	4	0	1	0	1	0	1	0
AC092573.2	0	0	0	0	1	0	0	0
AC091806.1	10	13	3	3	6	5	15	19
AL807752.4	1	0	0	0	0	0	0	0
AC093106.2	0	0	1	0	4	0	0	1
SLC35G4	2	2	1	0	0	1	0	0
DDX11L2	3	2	0	5	1	0	1	1
TAS2R39	0	1	4	4	0	3	0	1
KRTAP21-4P	0	0	3	0	1	0	0	0
SLC4A1APP2	0	3	9	1	3	2	0	3
AL353611.1	0	0	0	0	0	0	0	0
VLDLR-AS1	21	28	49	26	21	28	12	21
UBQLN1P1	0	0	0	0	0	0	0	0
HMGB1P18	0	3	4	0	0	2	1	0
AC073336.1	5	1	0	0	0	0	2	2
NRADDP	9	5	3	10	2	2	0	1
NDUFAF4P3	1	0	0	1	2	4	6	0
AC092941.2	0	0	0	0	2	1	0	0
AL662874.1	3	0	0	0	0	0	1	0
AC004415.1	1	0	3	1	0	1	0	1
CTSLP1	1	3	0	3	0	1	5	0
CHCHD3P1	0	0	5	1	2	0	0	0
LINC01134	7	6	1	1	2	2	4	0
TSPY10	0	0	0	0	0	0	0	0
AC069213.2	0	0	1	0	0	0	0	0
AL583824.1	5	8	3	6	7	3	23	10
AL589986.2	1	9	3	3	7	2	0	2
GPM6BP2	0	0	0	0	0	0	0	0
KRT8P29	4	2	4	6	0	0	3	1
AC009237.8	2	0	0	4	3	1	0	0
AC097662.1	15	14	12	4	23	13	10	7
RPL37P21	0	0	1	0	0	0	0	0
TSPY12P	0	0	0	0	0	0	0	0
AC012361.1	1	0	7	1	4	4	2	4
LINC02151	4	0	0	1	0	1	0	3
FAM157A	7	13	9	10	12	2	7	6
AC099336.2	153	249	417	440	224	249	362	109
AC117947.1	0	0	1	0	0	0	0	0
ANKRD54P1	0	0	3	0	0	0	1	0
UBE2L5	7	0	0	3	0	1	2	0
LINC00608	7	11	6	6	4	3	3	4
CT47B1	0	0	0	0	1	0	1	2
ATG10-IT1	1	0	0	0	0	0	0	1
AC010894.3	4	1	0	0	2	2	1	1
AL590399.6	2	0	0	0	0	1	0	0
AC067956.1	4	0	8	10	9	1	1	4
AC123023.1	0	0	1	2	3	1	0	1
AC003092.1	4	0	5	10	4	1	5	1
AL035458.1	1	0	2	4	1	3	1	2
AC090617.1	0	1	0	2	0	0	1	0
HNRNPA1P22	0	0	1	0	4	0	0	0
SNX2P2	0	0	3	0	2	1	0	1
AL162425.1	2	3	11	6	6	7	1	2
LINC00427	1	0	0	0	3	1	0	0
LINC02559	0	0	1	0	2	0	0	0
AL359633.2	3	0	6	3	4	5	0	0
KCNMA1-AS1	7	5	21	19	31	27	3	6
AC099335.1	0	0	9	6	15	6	1	0
AC007881.2	0	0	0	0	0	0	0	0
AF127577.5	2	0	0	0	0	0	4	0
AC002401.1	8	4	11	1	4	9	3	6
KRT43P	7	0	5	7	2	1	0	0
GCNT1P1	2	0	0	1	7	1	2	0
TRIM26BP	0	0	0	0	0	0	1	1
AL593856.1	0	0	5	3	1	0	0	0
RPS24P1	0	0	0	0	0	0	0	0
AC012513.2	3	11	1	2	4	2	3	0
PKMP1	7	2	4	7	0	0	5	4
LINC02195	2	0	1	0	0	0	0	0
MTND2P40	2	3	3	4	2	1	1	0
RRM2P2	0	0	1	0	0	0	0	0
LINC01945	2	0	3	0	1	2	0	3
AC079168.2	2	0	0	3	0	0	0	0
AC133473.1	1	1	1	0	5	0	0	0
AC234771.4	1	5	0	1	2	3	2	1
EIF2S2P3	3	0	1	2	4	4	1	2
AC008080.4	4	1	8	2	4	2	2	1
AL158168.1	3	2	1	0	5	0	1	1
GPS2P1	4	3	0	3	1	1	3	0
LINC01744	2	3	4	3	3	3	0	2
AC107081.2	350	209	148	241	243	247	332	250
LINC00896	2	0	0	1	0	0	0	1
CD24P1	1	0	1	2	2	0	0	0
AC074286.1	0	1	3	4	5	1	2	0
SIX3-AS1	0	0	0	1	1	1	0	0
AC087499.5	2	2	2	1	2	0	0	2
AL356379.1	2	0	0	0	0	0	0	1
BX470209.2	2	1	0	5	2	0	0	4
ATP13A5-AS1	1	0	2	1	1	0	3	0
RPL21P133	39	31	15	16	14	1	29	33
AC011284.1	20	28	7	9	17	13	10	5
LINC01231	0	0	2	0	0	0	0	0
AL390026.1	1	0	0	0	0	1	0	0
AC074035.1	1	1	2	3	0	2	2	1
KLF2P4	0	0	0	1	0	0	1	0
LINC01424	0	1	3	2	1	1	0	0
GPC6-AS1	12	6	7	12	14	11	4	11
NPAP1P4	1	0	0	1	0	0	2	1
NPM1P40	0	0	3	2	3	2	1	0
AC007278.2	0	2	2	2	2	0	2	1
AL035448.1	55	53	35	54	91	87	33	30
ARF4P2	0	1	0	0	3	0	0	0
AL033528.2	6	11	2	4	9	3	2	0
AC093582.1	0	1	0	0	1	0	0	0
KPNA2P1	1	0	0	0	0	0	0	1
AC006013.1	0	0	3	8	1	0	0	1
LINC01695	8	3	12	13	6	12	4	1
AC009413.1	4	2	7	0	0	4	2	1
H3F3BP1	2	45	35	2	3	48	6	2
RC3H1-IT1	1	6	3	1	0	3	0	2
AC003986.3	0	0	3	1	0	0	0	0
ZNF863P	3	0	4	5	1	7	0	2
HNRNPA1P54	11	10	5	15	6	10	6	6
AC006547.1	14	16	18	20	13	11	11	9
VN2R9P	0	0	3	0	0	0	0	1
MED28P7	2	0	0	1	1	0	0	1
AL354761.1	5	3	1	0	0	0	0	0
AC008060.3	1	0	2	0	1	1	1	0
AP001619.2	0	0	0	1	0	0	0	1
AL033527.2	3	4	3	2	2	0	1	0
RNF217-AS1	15	12	16	9	15	9	14	6
RPS27AP7	5	4	6	2	12	3	1	0
AL109809.3	0	3	0	0	1	0	0	0
RPL13AP5	295	256	134	260	207	225	170	170
ASNSP3	3	0	5	5	5	0	2	4
AC115115.1	1	0	0	0	0	0	0	0
AC025038.1	1	0	2	0	3	1	1	0
AL117381.1	0	1	3	0	0	0	1	0
AC116049.1	1	3	1	3	2	1	1	1
YWHAQP5	3	1	0	1	1	0	0	1
HNRNPA3P5	22	7	6	23	19	22	28	10
TCF3P1	6	3	0	10	7	2	0	1
HNRNPA1P73	0	0	0	0	0	2	0	0
RAD23BP1	2	0	0	0	5	0	0	1
AC245102.2	0	0	0	0	0	0	0	0
AC006369.2	0	0	1	1	0	0	0	0
AC092634.6	0	0	0	1	0	0	0	0
AC241520.1	0	1	7	6	5	3	1	0
SNRPGP14	6	2	3	7	10	12	0	0
AC073626.2	0	0	0	0	0	0	0	0
STARD13-AS	98	90	42	50	24	25	51	68
PRPF38AP2	0	2	1	4	0	0	0	0
AP004290.1	1	2	0	2	3	6	1	2
BX664726.3	1	0	0	0	0	0	0	0
MTATP6P4	0	0	0	0	2	0	0	0
AL357992.1	33	9	7	3	3	0	6	3
S100A11P2	0	1	2	0	2	1	1	0
RPS27AP14	0	0	3	0	0	1	0	0
MED15P5	7	3	0	1	0	0	0	1
AC092568.1	1	0	3	0	0	0	0	0
IGHD7-27	0	0	0	0	0	0	0	0
ELOCP26	0	0	0	0	0	0	0	0
RP4-669L17.2	0	0	0	0	0	0	0	0
RANP1	1	2	0	1	2	2	0	1
LYPLA2P3	3	2	3	3	0	0	0	0
AC023115.1	0	0	2	1	1	0	0	0
AC022028.1	0	0	0	0	4	0	2	0
EEF1DP8	2	0	1	1	1	0	0	0
EIF4A1P6	3	4	2	2	1	0	2	0
ZNF853	9	11	14	16	5	9	11	5
SOCS5P1	2	0	2	3	3	3	0	2
LINC02556	0	0	2	2	0	0	0	0
KRTAP19-11P	0	0	3	0	0	0	0	3
AC010086.2	0	0	0	0	0	0	0	0
BAK1P2	0	1	0	0	0	0	0	0
AC127070.1	6	3	3	3	3	2	3	1
PITPNA-AS1	92	97	69	63	142	124	81	92
XKRYP3	0	0	0	0	0	0	0	0
MTND5P17	3	1	4	2	3	3	2	1
AL590302.2	1	0	1	2	0	0	8	0
AC016903.1	1	0	0	0	0	0	0	1
LINC02540	0	1	0	6	1	0	1	2
AL627308.2	2	5	1	1	0	2	1	0
IFNA4	0	0	3	2	1	0	1	0
AC006455.7	0	0	2	0	0	0	0	0
Z99916.1	2	2	0	0	0	0	0	0
AL354928.1	1	0	1	0	0	1	0	0
LAMTOR5P1	2	1	0	0	0	1	0	0
AC009947.2	0	0	0	0	0	0	0	0
AL136529.1	6	1	1	0	3	0	1	1
DLX2-DT	2	0	0	3	0	1	2	0
LINC01923	1	0	5	3	10	2	2	3
AC079780.1	28	20	16	37	6	4	4	14
AC023347.2	1	0	0	1	0	0	1	1
AL365440.2	3	0	8	0	5	6	0	2
AL161733.1	1	0	0	0	3	0	0	0
AL133215.1	11	2	1	4	2	3	2	1
FRGCA	0	0	0	0	0	0	0	0
AC011998.3	0	1	0	3	1	0	0	2
AC114808.2	4	1	1	0	0	0	0	1
POTEH-AS1	0	0	6	1	5	7	3	5
AC104076.2	0	0	0	2	0	0	1	0
AC006450.3	0	0	1	2	2	3	2	1
KRT18P5	3	0	0	1	1	2	0	2
PRKG1-AS1	19	15	15	14	16	12	13	7
AL117378.1	2	1	1	2	3	2	0	1
AL049636.1	1	1	1	1	0	6	0	2
MTX1P1	63	8	15	65	83	13	14	14
AC117944.1	0	2	2	4	9	2	0	0
AP000688.4	12	8	6	9	10	15	4	7
LINC00347	5	1	13	7	5	4	3	4
RP4-669L17.1	5	2	1	2	0	0	0	0
AL356000.1	5	3	2	0	1	2	0	0
DSTNP5	0	0	0	2	0	0	1	0
AC068282.1	32	17	10	21	34	30	38	34
HMGA1P1	1	2	0	0	0	0	0	0
AL645728.3	0	0	0	0	0	0	0	0
BZW1P1	0	4	5	12	8	5	0	3
AL160271.1	0	0	1	1	1	1	0	2
MTCO2P21	0	0	1	0	0	0	0	2
AC007274.2	0	0	0	0	0	0	0	0
NDUFA4P2	0	2	3	0	0	1	0	1
AC099654.3	1	0	5	3	1	4	2	4
HNRNPA1P47	0	0	7	3	2	2	0	0
EIF1AXP1	249	152	84	118	124	116	231	190
ARHGEF38	190	114	99	148	149	152	129	111
LINC01010	5	4	4	2	6	5	2	3
AL512594.1	5	1	0	2	1	1	0	0
MYB-AS1	0	0	1	1	6	3	0	2
CNOT4P1	4	4	3	0	1	1	1	0
AC073316.3	10	13	7	5	6	2	12	4
DAPK1-IT1	6	3	3	4	0	0	0	0
AC108448.2	4	2	1	6	0	1	1	0
SMAD9-IT1	0	0	0	1	2	1	2	1
AC079448.1	0	0	0	0	0	0	0	0
AL356292.1	0	0	2	0	1	1	0	0
LINC01844	1	6	3	1	2	5	2	3
AL355376.1	1	1	3	0	0	0	3	0
AL354751.2	5	3	3	2	7	6	6	1
RBMY2QP	0	0	0	0	0	0	0	0
OVAAL	3	1	1	2	0	1	1	0
LINC01741	0	1	0	0	2	1	0	0
AC116036.1	0	0	0	0	0	1	0	0
AL606760.2	77	69	41	39	144	121	65	79
AL137071.1	0	0	2	0	0	1	0	0
AL135929.2	0	1	2	4	0	2	4	0
AC094019.1	2	0	3	4	0	0	0	0
AL354794.1	0	2	1	4	14	3	0	1
RPL31P63	0	1	1	1	4	0	0	1
UQCRC2P1	1	3	4	1	2	0	2	1
GAGE12B	0	0	0	0	0	0	0	0
CLIC4P1	8	2	0	3	8	3	4	5
AL033384.1	0	7	8	6	6	4	1	2
Z98751.2	1	1	0	4	1	1	8	1
CTD-2340F8.3	0	0	0	0	3	0	1	1
RP5-857K21.15	0	0	0	0	0	0	0	0
AC016822.1	1	2	2	1	3	1	1	1
YRDCP2	0	3	4	0	0	0	0	0
LINC01282	2	4	3	0	5	1	0	0
AC009500.1	0	1	1	0	1	0	0	0
AC009237.9	0	0	0	0	1	1	0	1
LINC01186	6	2	4	2	9	19	1	4
MKLN1-AS	146	153	63	113	200	197	105	100
AC007666.1	18	22	9	8	3	4	16	25
DNAJC9-AS1	75	64	35	74	93	101	43	63
MTUS2-AS2	0	0	1	2	4	1	0	0
AC019118.2	2	0	0	0	2	0	0	1
CTAGE9	5	2	1	6	0	7	4	4
RPL19P16	5	2	5	2	3	1	0	0
TRMT112P4	1	0	1	0	0	0	0	1
COX7A2P2	0	0	1	0	1	7	1	1
AC124916.1	0	9	1	3	1	0	0	1
AL139237.2	2	1	1	0	0	1	0	0
AC079325.1	1	0	0	0	0	0	0	0
AL034550.1	12	3	2	3	1	3	1	3
AC092809.3	5	2	2	4	2	4	5	1
AL512637.2	0	0	3	0	7	4	1	3
RPL21P23	0	1	0	5	0	0	1	0
AL157831.1	0	0	0	0	0	0	3	0
INTS6-AS1	60	24	36	42	42	37	15	23
AL512306.1	6	5	3	3	0	0	0	1
LINC01829	0	6	11	4	4	9	2	2
RPS15AP27	0	0	2	1	1	0	0	0
SDR42E1P5	0	0	1	1	0	0	0	0
TSPY15P	0	0	0	0	0	0	0	0
RP11-592B15.6	0	0	0	0	1	1	1	0
LINC00299	65	80	40	58	104	90	123	76
OR2AI1P	0	0	3	0	2	1	0	0
AL513175.2	2	3	7	3	2	8	0	4
BCRP8	1	0	2	0	0	0	0	1
AC006004.1	0	0	1	0	1	0	0	0
AL157884.3	0	5	10	8	12	12	3	3
SPA17P1	4	0	3	0	0	2	2	0
AL355340.1	1	1	0	0	0	2	0	3
AC068898.1	2	0	0	0	0	0	0	0
RPL24P8	94	74	79	96	62	51	59	52
SDAD1P4	0	0	0	0	1	1	1	0
RPS3AP12	3	2	1	1	5	3	0	0
RPL7AP15	1	1	0	0	1	0	0	0
AC092066.1	2	0	1	0	0	3	0	1
SNX25P1	7	2	1	0	2	4	0	0
ELOA-AS1	90	66	21	68	68	61	70	46
GAPDHP2	2	4	1	0	1	2	0	2
BTF3P8	2	0	0	3	2	0	1	1
AC046176.1	86	33	42	46	64	58	40	35
ANKRD20A7P	3	2	10	4	16	10	4	5
AL606804.1	0	0	2	0	2	0	0	0
ARL5AP2	0	0	0	0	0	1	0	1
LINC01563	2	0	5	0	0	2	1	1
NMBR-AS1	1	0	0	0	0	0	1	0
AL035691.1	2	1	0	0	1	0	0	0
BCYRN1	24	17	23	49	28	20	25	12
RAB28P2	0	0	1	0	0	0	0	0
LINC00529	0	0	1	2	1	0	0	0
DMD-AS3	1	2	3	2	2	0	5	0
Z97634.1	8	3	7	5	13	8	2	2
CBR3-AS1	70	39	28	36	30	15	23	8
YME1L1P1	0	0	0	0	2	0	0	0
AC073465.2	0	0	2	0	2	0	0	0
AC024560.1	1	1	3	0	0	0	0	1
LINC00421	1	0	0	0	0	1	0	1
PCYT1B-AS1	1	0	0	0	0	0	1	1
AC139712.3	0	2	7	4	8	1	0	1
AC090617.2	0	1	1	1	1	0	1	1
AC069280.1	1	0	2	3	0	0	0	2
AC007750.1	2	9	18	19	29	16	7	11
AC010997.2	0	0	0	0	0	0	0	0
AC069213.3	1	2	0	3	1	0	0	3
AL359979.2	0	0	0	0	1	0	0	0
AC018892.2	3	0	1	0	3	1	4	3
RPL23AP95	0	0	0	0	0	1	0	0
LINC01474	5	0	2	3	0	2	1	1
BX322784.1	1	7	4	4	14	5	3	2
OR2R1P	0	2	0	0	1	0	1	1
AL121656.1	0	1	1	0	1	3	0	1
AC105393.2	0	0	0	0	0	0	0	1
RAP1BP1	0	1	1	0	0	2	0	0
AL008638.2	3	3	2	4	4	1	0	0
NIFK-AS1	244	117	67	128	111	146	145	87
RPL39P29	0	0	0	0	0	0	1	0
AC006378.1	1	1	6	2	3	3	0	0
RPS20P24	0	0	2	0	0	0	0	0
RPL23AP23	3	0	0	3	0	0	0	0
AC068295.1	0	0	1	0	1	0	0	0
AL157902.1	0	1	1	0	0	0	0	1
Z98885.1	2	3	0	3	0	1	0	0
ZKSCAN7-AS1	17	10	8	3	1	9	5	5
AL121882.1	0	0	0	0	0	0	0	0
LINC00106	0	0	0	0	1	0	0	0
PPIAP36	1	3	6	2	0	3	0	0
AL137078.1	3	0	0	0	0	0	0	0
DDX11L5	1	1	0	0	0	0	0	0
TMSB4XP1	2	2	7	13	2	1	1	2
SETD6P1	0	0	2	3	1	0	0	0
MTATP6P26	0	0	2	1	0	0	0	0
Z85995.1	0	1	1	0	0	1	1	0
LINC01554	8	6	5	13	6	1	2	10
AP001615.1	0	1	0	0	0	0	1	5
AC018731.1	1	0	3	4	2	0	0	0
AC007563.2	22	33	38	51	10	3	19	10
AL357055.2	1	0	1	0	0	0	0	0
RPS20P5	0	0	0	0	0	0	0	0
AC244035.2	0	0	0	3	1	0	0	0
AC016027.5	0	1	0	0	0	0	0	2
AL357833.2	3	1	0	0	0	0	0	0
ASS1P7	4	3	7	2	0	0	1	0
AL160287.1	1	0	6	3	1	2	0	2
AL354726.1	0	0	3	2	0	0	0	0
AC113331.1	0	1	1	1	2	3	0	2
TIMM9P1	2	1	1	0	1	0	0	0
MIR600HG	27	40	20	12	17	21	8	18
AC104333.3	2	1	0	0	0	2	4	1
AC023141.9	0	2	1	0	0	0	0	1
AC005865.1	7	5	2	1	2	1	4	6
OR2P1P	0	0	0	0	0	0	0	0
AL137789.1	0	1	2	0	3	2	2	1
AC025750.2	2	0	2	1	2	2	0	0
LINC01852	3	7	0	2	2	3	4	3
AL356270.1	0	0	5	4	9	1	0	3
DNAJA1P2	0	0	8	4	2	0	2	0
AC109635.1	2	0	0	2	2	0	0	0
AL590727.1	2	1	3	2	0	2	2	1
AL157937.1	6	4	6	2	5	6	2	6
LINC01378	4	1	21	14	8	12	6	6
AL162411.1	1	2	1	6	4	0	3	2
AC008267.4	1	3	1	0	1	1	0	2
AC112498.1	0	0	1	0	2	0	1	1
AC099782.1	0	0	0	0	0	0	0	0
CEACAMP8	0	1	1	0	5	2	0	0
RP11-439A17.7	6	4	1	4	4	0	1	0
AP003774.4	2	0	1	1	0	0	0	2
PTGES3P4	3	2	2	3	0	1	0	2
AC003092.2	0	0	0	0	2	1	2	0
BAALC-AS2	0	0	0	0	0	0	0	0
AL589765.3	1	2	2	0	0	0	0	0
AC106872.1	0	2	2	1	0	0	3	0
AC096533.1	3	2	1	2	0	2	1	1
RP11-640M9.1	33	27	29	51	62	32	39	28
CCDC58P2	0	0	2	0	2	0	1	0
HNRNPA1P70	2	0	4	0	1	0	0	0
AL139412.1	5	4	0	4	6	3	1	0
AL365255.1	1	0	3	1	0	0	0	0
LINC01774	3	0	1	4	2	1	0	1
AC007359.1	0	0	0	0	0	0	0	0
ZDHHC20-IT1	8	6	5	0	0	1	1	2
NF1P8	1	0	8	5	1	2	2	1
AL139010.1	13	7	1	2	2	1	1	1
AC051618.1	0	0	1	0	0	0	0	0
SULT1D1P	3	2	2	6	5	5	8	2
AL354695.1	0	0	0	0	1	0	0	0
AL136131.2	2	0	2	0	2	0	1	0
LINC01141	8	1	1	2	2	0	0	0
OR52N3P	0	0	9	5	5	7	2	1
AL773545.2	0	0	0	0	0	0	0	0
AL451164.2	1	0	0	2	2	0	0	1
GGT8P	1	1	0	0	0	0	0	0
FABP5P1	1	0	0	1	0	0	1	2
GAPDHP51	3	2	2	1	0	0	0	1
AL137793.1	21	15	18	16	81	61	39	25
AC091685.2	1	0	1	4	1	0	0	1
ANKRD44-IT1	4	8	12	5	3	2	1	2
AC073873.1	0	0	0	0	0	0	0	0
C3orf84	4	3	2	0	0	1	3	0
OR10G9	5	6	0	0	0	0	0	0
BLOC1S2P1	0	0	0	0	1	0	0	0
AL121892.1	0	5	1	4	6	5	0	0
AL157938.2	48	71	40	34	40	42	21	31
NDUFA5P8	0	0	0	0	0	0	0	0
AL359641.1	0	0	1	1	1	0	3	0
AC130710.1	0	4	1	1	1	0	1	2
AC025822.2	6	2	4	5	5	0	2	2
EDRF1-AS1	33	20	22	22	29	20	21	15
RPL12P12	5	9	6	1	7	7	1	1
GAPDHP21	2	0	1	0	1	2	1	2
YBX1P9	1	0	2	0	1	2	0	0
MLIP-IT1	1	0	7	1	5	0	0	1
AL354794.2	4	2	3	2	4	0	1	1
ATP2B2-IT1	0	0	1	1	0	0	0	0
PTMAP6	0	0	0	0	0	0	0	0
WASF3-AS1	10	5	17	18	15	1	1	6
AL590730.1	0	1	1	0	0	0	3	1
AC126124.2	3	14	1	0	2	0	3	1
ZNRF2P1	7	10	5	16	3	3	1	6
HIGD1AP15	0	0	0	0	0	0	0	0
KRT18P52	2	3	3	6	3	2	3	0
LAPTM4BP1	3	2	0	0	1	0	2	5
GLIS3-AS1	0	0	0	0	1	2	0	1
AL357793.2	2	0	6	7	15	5	2	4
LINC01812	1	0	0	0	6	1	0	0
AC004074.1	0	0	9	0	0	0	0	0
AL031186.1	4	1	1	4	1	1	1	0
AC013410.1	0	0	1	4	5	2	0	1
AC245052.4	105	85	100	108	102	107	90	71
AC004470.1	0	1	2	1	1	1	0	0
IGHD1-20	0	0	0	0	0	0	0	0
USP9YP3	0	0	0	0	0	0	0	0
RPL21P33	0	0	0	2	5	2	0	1
AL121601.2	1	0	0	1	0	1	0	0
AC104073.2	1	0	0	0	0	0	0	0
AL159174.1	8	7	5	6	11	8	1	5
AC008067.1	2	5	22	9	16	14	5	4
RPSAP7	1	4	5	3	1	0	2	0
CASP3P1	0	1	0	1	1	0	0	1
AC020719.1	1	0	0	2	3	0	2	2
ZEB1-AS1	7	7	10	11	9	6	5	2
NDUFA6-DT	27	22	8	19	16	7	12	5
USP17L8	4	0	0	0	0	0	2	5
AC018738.1	9	4	6	15	5	3	11	10
DPH3P2	0	0	0	0	0	0	0	0
AC007679.2	0	0	1	0	2	0	0	0
MICG	0	0	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0
RPL34P1	2	0	0	2	0	0	0	0
FUCA1P1	2	0	0	1	1	1	0	1
PRMT5-AS1	418	395	266	435	500	460	438	358
MTCO1P48	0	0	0	0	0	0	0	1
LINC02087	0	3	4	1	0	1	0	2
AL831784.1	2	0	0	2	0	0	0	0
AC100823.1	0	0	2	0	0	0	0	0
AL512649.2	0	0	0	0	1	0	0	0
AL035420.2	2	4	0	1	0	0	0	0
EIF3IP1	0	0	5	8	4	4	0	2
NANOGP4	1	0	0	0	0	0	1	1
RPL5P2	3	0	2	2	0	0	1	2
AC005550.2	1	2	4	1	3	2	0	3
AL161727.1	0	0	0	0	0	0	1	0
AL162727.2	2	1	0	0	0	0	1	2
AL596218.1	0	1	0	0	2	2	2	0
RP11-497H16.2	6	2	0	0	0	1	0	1
AL035706.1	0	1	3	4	3	1	2	2
AC105399.1	0	1	0	0	0	1	1	0
EHMT2-AS1	0	0	0	0	0	0	0	0
COX5BP6	2	1	0	0	1	0	0	0
AL162725.1	1	3	0	0	0	0	1	3
AC127391.1	0	0	0	0	0	0	0	0
RBPJP2	0	1	0	0	0	0	0	0
AC068134.2	3	0	0	0	0	0	0	0
AL163193.1	2	2	0	1	4	0	0	0
PCNPP4	0	0	1	1	1	0	1	0
AL512353.3	4	1	1	3	0	0	0	0
