	GSM5138279	GSM5138280	GSM5138281	GSM5138282	GSM5138283	GSM5138284	GSM5138285	GSM5138286	GSM5138287	GSM5138288
RAET1G	0.45	0.35	0.11	0.15	0.12	0.32	0.75	0	0	0.09
RILPL1	10.36	10.57	9.28	12.44	13.15	12.32	13.21	7.27	8.97	8.61
LCE1A	0	0	0.01	0	0	0	0	0	0	0
LCE1B	0	0	0.02	0	0	0	0	0	0	0
LCE1E	0	0.02	0.12	0	0	0	0	0	0	0.13
LCE2A	0	0	0	0	0	0	0	0	0	0.04
LCE2D	0	0	0.02	0	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0	0	0	0	0.01
LCE3C	0	0	0.02	0	0	0	0	0	0.14	0
TBC1D26	0	0.09	0.05	0	0	0	0	0.04	0	0.01
TAS2R42	0.24	0.37	0.12	0.22	0	0.38	0.24	0.04	0	0.17
ZACN	0.02	0.2	0.12	0.41	0.22	0.57	0	0.08	0.37	0.1
SLCO4C1	2.27	1.3	1.91	1.79	1.2	0.43	6.63	2.91	2.91	4.12
KAAG1	0	0.08	0	0.03	0	0	0	0.02	0	0.01
PADI6	0	0.09	0.91	0	0	0.07	0	0	0.01	0
ZNF445	36.13	45.17	43.43	32.53	17.7	40.11	31.42	33.34	30.58	38.58
KRT26	0	0	0.07	0	0	0	0	0	0	0
RGSL1	0	0	0.06	0	0	0	0	0	0	0
ANKRD37	1.41	1.64	1.63	1.9	3.07	2.7	2.03	1.73	2.14	2.3
SPATA12	1.05	0.2	0.71	0.57	0	1.09	0	0.25	0.43	0.17
KRTAP12-1	0	0	0	0	0	0	0	0	0	0.01
GPR141	0	0.15	0.3	0.08	0	0	0.96	0.1	0.06	0.13
ZNF233	4.32	4.15	2.48	2.32	1.22	1.27	1.5	1.48	2.06	1.7
TICAM2	0.98	0.59	0.98	0.98	1.64	0.93	0.91	1.13	0.74	0.71
POLN	2.22	2.75	1.9	1.11	0.92	2.63	2.14	1.17	0.94	1.83
BMP8A	7.69	14.7	10.42	9.05	2.06	10.21	3.64	5.67	4.89	4.88
LILRA5	7.16	6.87	21.35	3.21	9.9	2.33	29.6	3.34	7.74	23.01
KLK3	0.15	0	0.19	0.3	0	0	0	0	0	0.02
IGLL1	0	0	0.05	0	0	0.11	0	0.08	0	0.02
IGSF1	0	0.31	0.6	0.26	0.6	0.36	0	0	0	0.16
IHH	0.53	0	0.7	0	2.59	0.18	0.21	0.25	0.17	0.21
FAS	7.01	17.71	10.71	14.52	6.78	7.04	17.94	10.32	20.49	9.33
IK	66.54	77.45	49.02	61.83	55.86	73.46	52.54	62.38	43.88	39.63
IKBKB	34	32.49	33.96	28.45	20.3	29.49	34.38	21.8	24.55	26.86
IL1A	0.79	1.57	0.79	0.46	0.8	0.54	0.91	0.6	1.03	0.84
IL1B	12.07	17.43	20.23	5.39	29.04	10	19.33	8.06	27.3	51.88
IL1R1	275.36	368.03	294.08	166.32	98.26	159.07	188.87	360.93	365.66	258.15
IL1RAP	6.54	10.8	18.72	9.2	13.65	10.12	29.01	16.09	16.26	21.41
IL1RN	7.58	9.97	22.77	3.5	14.93	9.76	15.08	3.24	16.89	28.91
IL2	0	0	0.01	0	0	0	0	0	0	0
IL2RA	0.77	0.25	0.42	0.33	0.36	0	0.21	0.66	1.07	0.67
FASLG	0.11	0.25	0.45	0.05	0	0	0.72	0	0.81	0.36
IL2RB	1.09	3.33	4.36	2.33	2.81	1.29	4.3	1.83	5.42	4.55
IL2RG	2.27	3.46	8.33	2.29	2.43	2.24	16.07	2.43	8.6	7.53
IL3	0	0	0	0	0	0	0	0	0	0.02
IL3RA	1.56	5.09	2.66	1.86	1.72	2.92	2.78	1.63	1.54	4.27
IL4	0	0	0	0	0	0	0	0	0	0.03
IL4R	16.73	31.53	41.61	20.6	22.75	37.37	43.15	26.4	26.89	28.3
IL5	0	0.12	0.05	0.04	0	0	0	0	0	0.07
IL5RA	0.32	0.28	0.45	0.38	0.48	0.5	0.96	0.21	0.63	0.28
IL6	0.23	1.91	0.71	0	0.84	0.47	0.56	0.16	0.51	0.35
SHROOM2	32.07	28.8	29.9	26.01	27.74	29.95	9.89	6.8	22.06	18.01
IL6R	33.91	39.16	77.78	56.79	32.37	80.2	51.47	62.81	39.48	112.49
IL6ST	6450.99	7765.24	5735.72	6367.43	3421.01	4260.72	4053.57	6767.95	5766.03	5752.07
IL7	0.68	0.14	0.37	0	0.4	0.21	0.4	0.58	0.09	0.71
IL7R	45.98	56.88	57.51	30.13	28.28	23.66	45.4	74.42	54.64	61.23
IL8	90.57	138.27	123.03	62.6	200.1	81.24	124.91	121.98	230.81	191.72
CXCR1	2.69	3.04	8.76	4.23	5.51	1.33	35.99	2.76	4.66	6.43
CXCR2	3.1	6.33	11.96	7.41	7.98	1.83	56.55	3.54	8.49	8.56
AQP1	1.58	2.22	1.85	1.14	1.08	1.31	1.26	0.99	0.63	0.73
CXCR2P1	0.3	0.91	1.19	0	0.4	0.18	2.51	0.37	0.11	0.46
IL9R	0.04	0.26	0.26	0	0	0	0.27	0	0.06	0.09
IL10	7.26	6.94	7.89	2.28	5.95	3.51	3.4	1.48	2.37	6.24
IL10RA	9.79	11.32	29.63	6.04	13.81	4.89	29.52	7.19	15.66	25.09
IL10RB	27.67	29.02	50.01	38.94	44.84	38.93	43.87	30.4	47.78	54.52
IL11	1.2	1.42	1.65	1.14	0.62	0.93	0.75	1.01	0.57	1.29
AQP2	51.65	45.65	23.99	27.9	26.52	28.41	18.05	28.83	26.92	54.2
IL11RA	3.76	2.95	8.82	3.12	12.23	3.64	7.89	5.65	4.49	7.02
IL12A	0.21	0.31	0.34	0.24	0.08	0.11	0.53	0.29	0.03	0.16
IL12B	0	0	0.01	0	0	0	0	0	0	0.02
IL12RB1	2.09	2.78	6.19	1.52	2.16	3.49	4.79	1.83	2.23	4.18
IL12RB2	28.91	24.24	17.7	23.51	16.32	31.4	12.27	18.65	20.75	21.45
IL13	0.19	0.19	0.1	0.3	0.2	0.39	0.11	0	0	0.04
IL13RA1	61.15	64.86	66.38	74.4	52.78	61.5	77.54	59.04	78.53	68.76
BPIFB3	0	0	0.01	0.08	0	0	0	0	0	0.04
DPPA3	0	0.06	0.92	0.14	0	0	0.24	0.21	0	0.02
IL13RA2	0	0.03	0.31	0.43	0.32	0.07	0	0.19	0.34	0.02
PCNAP1	0	0.03	0.1	0.14	0	0	0	0	0	0
MRPL42P5	0.73	1.1	1.38	0.88	0.04	0.41	0.61	0.62	0.36	0.98
NCRNA00099	2.56	0.93	3.76	5.58	6.9	2.74	1.55	2.58	2.61	5.78
FAM101B	17.2	11.28	20.1	12.18	8.42	9.46	16.68	14.51	12.56	18.69
IRF2BP2	59.96	52.81	50.63	58.82	49.73	36.54	44.7	31.43	45.02	41.13
ACADSB	23.2	29.16	27.28	27.32	24.53	23.77	28.5	24.54	27.23	28.49
AQP3	3.95	3.72	6.56	3.22	2.24	3.82	2.67	5.21	3.04	5.54
IL15	6.92	9.5	6.62	4.93	3.57	6.72	7.75	6	4.99	5.49
ZBTB41	44.76	51.81	40.89	57.27	33.63	31.06	46.2	51.89	45.98	43.85
NANOGNB	0.13	0.02	0.04	0.11	0	0.16	0.05	0	0	0.04
IL15RA	0.86	1.11	1.24	1.33	0.86	1.04	2.7	0.62	0.8	0.98
FKBP9L	2.91	1.39	2.77	5.28	2.06	1.31	0.4	0.95	0.44	0.88
CYCSP52	1	0.85	1.12	0.68	0.48	0.61	0.56	0.33	0.54	0.73
TMPRSS9	1.32	1.28	0.91	0.49	0.5	0.84	0.61	0.78	0.31	0.81
GLT6D1	0	0	0.01	0	0	0	0.11	0	0.14	0.04
HOXB13-AS1	0	0	0.02	0	0	0	0	0	0	0
PRSS41	0	0	0.02	0	0	0	0	0	0	0
IL16	5.41	5.04	9.76	3.85	5.71	1.68	19.78	3.38	10.12	6.52
TNFRSF9	3.72	4.97	4.71	2.29	0.9	4.57	2.46	1.42	2.47	3.6
IL17A	0	0.09	0.02	0	0	0	0	0	0	0
IL18	8.31	7.47	6.05	13.48	12.29	8.01	8.1	4.6	7.92	7.4
FOXK2	76.3	77.16	85.46	77.42	56.3	71.62	71.15	53.27	68.61	85.51
ILF2	121.73	93.66	110.36	127.58	123.49	110.26	109.83	142.2	136.85	129.55
ILF3	218.2	235.97	227.7	201.48	142.54	238.17	181.78	180.07	196.99	226.18
AQP4	0	0.22	0.22	0.41	0	0	0.48	0.04	0.09	0.04
ILK	93.07	78.57	130.98	111.92	122.09	125.2	97.83	102.32	127.46	115.55
IMPA1	13.18	13.1	11.65	17.33	16.68	9.74	12.78	16.63	15.39	16.44
IMPA2	7.11	5.6	25.18	15.12	27.58	19.83	15.51	14.26	18.77	16.1
IMPDH1	48.2	41.38	63.61	66.51	71.98	72.48	59.25	36.17	57.45	58.91
IMPDH2	83.78	67.94	77.17	97.65	92.42	93.13	103.5	108.6	95.56	96.46
IMPG1	0.13	0.52	0.4	1.6	0.24	0.23	0.27	0.58	0.1	0.12
INCENP	5.3	7.13	10.16	6.86	7.24	6.22	7.25	4.12	6.44	6.12
AQP5	0.64	2.21	0.35	0	0.72	0.81	0	0.33	0.14	0.21
IDO1	5.55	4.69	8.46	4.88	2.85	7.51	4.68	4.33	3.41	6.98
ING1	38.03	42.4	39.36	32.88	48.61	40.45	25.27	27.47	28.96	19.84
ING2	18.55	14.44	19.86	23.09	20.14	17.79	9.22	13.81	15.57	12.24
INHA	202.26	210.44	384.15	170.46	408.2	411.09	500.48	324.18	515.62	775.69
INHBA	57.48	60.08	66.94	39.31	31.79	62.96	16.1	104.24	26.82	48.91
INHBB	19.66	15.55	36.48	22.09	48.85	31.9	6.84	11.48	21.2	19.04
INHBC	0.11	0	0.15	0	0	0.07	0	0	0	0.11
CXCL10	0	0.28	0.56	0	0.36	0	0.53	0	0.2	0.11
INPP1	25.92	25.86	22.37	20.91	16.5	17.82	15.11	22.48	16.93	19.22
AQP6	2.71	3.09	4.2	2.15	2.67	3.65	1.98	2.47	1.73	3.32
INPP4A	67.8	56.4	74.54	55.28	43.82	60.96	52.91	67.99	54.61	59.68
INPP5A	22.74	23.85	29.89	21.81	18.32	16.55	14.57	16.45	14.67	20.7
INPP5B	17.52	24.79	26.63	21.49	19.98	15.1	22.22	15.02	19.33	17.8
INPP5D	8.16	9.53	15.46	4.69	5.41	3.94	30.8	5.21	12.96	10.63
INPPL1	87.35	77.77	99.14	77.37	88.07	104.9	89.14	52.49	65.68	75.23
INSIG1	128.22	148.51	175.44	104.66	85.03	70.6	216.94	146.13	173.03	320.39
AQP7	0.04	0.12	0.07	0.22	0	0.11	0	0.04	0	0.1
INSL3	0.9	2.7	4.21	0.98	3.13	0.64	6.58	1.44	3.67	0.04
INSL4	0	0	0.01	0	0	0	0	0.08	0	0
INSM1	1.48	0.65	0.61	0.46	0.28	0.75	0.48	0.21	0.34	0.36
INSR	315.55	488.48	391.91	500.82	298.18	384.36	214.99	150.48	239.33	274.84
INSRR	0.32	0.28	0.1	0.08	0	0.27	0.19	0.04	0.11	0.04
EIF3E	144.59	105	127.95	160.46	136.76	96.64	143.76	166.55	149.67	132.77
PDX1	0	0.05	0.07	0	0	0	0	0	0	0.1
IPP	9.74	10.72	11.5	8.66	8.9	9.03	9.41	10.57	8.93	10.94
IPW	11.6	19.84	14.78	18.05	8.28	7.94	11.12	8.9	9.9	11.52
IRAK1	46.49	38.25	63.71	39.86	52.64	85.79	71.2	93.21	70.18	76.52
ITGA6	265.02	258.68	193.68	337.64	274.37	342.25	243.11	227.9	320.98	267.27
IRAK2	1.84	2.02	3.35	0.88	1.2	2.97	2.49	1.38	3.19	5.63
IREB2	82.26	91.26	80.32	91.97	49.61	75.07	88.1	87.5	86.71	106.13
IRF1	94.61	75.86	109.42	94.34	61.38	62.34	104.73	33.67	41.54	57.23
AQP9	17.03	23.6	80.76	20.5	40.21	9.28	163.63	21.93	38.71	61.06
IRF2	31.97	36.69	30.16	34.84	35.22	27	48.53	29.7	37.51	31.77
IRF3	25.73	20.9	34.76	24.75	28.64	22.84	23.55	22.15	17.7	30.01
IRF4	3.31	3.19	5.81	2.93	3.75	0.56	6.15	2.29	7.67	7.17
IRF5	5.62	3.46	5.15	2.86	2.59	6.52	5.05	2.53	1.84	3.35
IRF6	4.55	9.12	10	4.34	3.63	3.35	3.15	6.94	2.56	7.78
IRF7	13.97	10.75	17.86	12.99	18.7	13.88	16.07	7.07	7.23	12.79
IRS1	109.96	99.76	87.72	143.85	63.38	75.52	60.45	45.54	48.89	64.65
ISG20	3.23	4.17	6.65	4.3	4.85	2.2	14.79	3.71	4.73	6.6
AR	35.62	31.66	49.42	40.99	30.87	46.4	26.34	40.25	41.44	40.73
ISL1	0.19	0	0.07	0	0	0	0	0.02	0	0
ISLR	0.3	0.15	0.42	0	0.28	0.29	0	0.04	0.11	0.3
ITGA1	21.94	32.48	37.15	20.62	12.95	16.96	23.82	26.75	20.32	32.25
ITGA2	264.06	339.82	246.68	228.23	98.86	147.73	206.7	298.59	209.44	214.94
ITGA2B	0.88	2.92	4.52	0.76	0.4	0.52	2.22	0.76	0.71	1.79
ITGA3	8.95	9.06	15.58	15.16	7.96	8.1	6.1	5.96	6.9	9.89
ITGA4	9.96	11.08	21.86	8.32	7.08	2.72	27.11	8.63	18.12	18.19
ITGA5	186.36	143.7	247.19	151.63	101.16	263.16	147.13	245.77	255	250.52
ITGA7	39.14	37.64	75.46	36.42	37.32	50.96	30.61	35.94	33.68	62.97
ABCC6	2.65	2.07	2.36	0.77	1.48	1.88	1.98	0.82	1.63	2.91
ITGA9	138.12	110.73	125.89	163.31	84.55	117.55	60.1	86.86	60.15	93.61
ITGAD	0.21	0.28	0.62	0.22	0.86	0.3	0.21	0.25	0.36	0.15
ITGAE	1.47	1.25	1.84	1.52	2.18	0.59	1.36	2.56	2.26	2.16
ITGAL	6.97	9.09	18.73	5.92	11.87	3.51	28.69	3.83	18.97	14.01
ITGAM	10.39	13.31	30.38	7.72	18.8	5.48	43.95	8.2	16.05	27.75
ITGAV	608.6	702.76	747.14	690.84	510.09	686	611.73	807.71	794.15	916.59
ITGAX	17.88	24.44	62.14	13.03	17.52	19.67	81.44	17.87	28.85	56.07
ITGB1	862.57	927.77	760.34	1013.65	755.51	656.84	760.73	1170.9	901.93	812.92
ITGB2	33.61	17.8	54.63	18.35	55.24	17.52	84.03	14.51	35.02	42.96
ARAF	44.06	32.46	31.02	31.77	42.35	44.12	30.19	29.88	28.68	27.6
ITGB3	1.41	7.25	10.87	2.55	1.18	1.56	6.07	3.01	2	4.74
ITGB4	0.11	2.42	0.66	0.57	0.54	0.21	0.21	0.21	0.39	0.2
EIF6	55	32.58	69.06	53.76	69.41	62.21	49.81	63.39	42.91	79.98
ITGB5	21.99	21.4	44.07	36.96	31.47	25.81	16.55	12.8	13.53	21.83
ITGB6	0	0.15	0.04	0	0	0	0	0.12	0	0
ITGB7	1.64	2.33	6.89	1.95	3.57	0.84	5.05	1.44	5.27	5.8
ITGB8	3.06	15.15	3.81	5.12	1.96	1.5	1.28	7.81	3.59	6.07
ITIH1	0.62	0	0.05	0	0.42	0.18	0	0	0.09	0.04
ITIH2	0.73	0.82	0.36	0.41	0.24	0.47	0.53	0.31	0.06	0.2
ITIH3	1.33	1.93	0.86	1.21	1.66	1.15	1.58	1.57	0.97	2.54
ACADVL	399.01	313.51	393.86	349.41	464.79	383.92	370.81	321.4	321.74	387.93
ITIH4	4.68	5.65	2.42	2.06	2.81	5.11	2.46	1.28	2.36	1.41
ITK	7.58	9.15	28.37	12.52	5.87	7.49	19.62	24.17	23.5	19.96
STT3A	87.48	75.97	96.99	95.39	89.98	84.25	114.78	120.7	114.59	108.01
ITPA	28.68	20.13	29.81	25.49	35.8	32.44	31.39	35.98	31.99	31.05
ITPK1	26.77	20.63	31.48	18.16	20.2	19.17	34.06	13.19	19.62	22.35
ITPKA	15	4	27.13	10.55	19.2	17.55	9.49	19.8	23.32	16.2
ITPKB	5.88	5.83	14.11	8.08	7.14	6.88	12.25	4.49	6.53	9.62
ITPR1	693.56	782.49	797.95	627.31	575.63	832.39	900.61	706.03	876.88	1074.34
ITPR2	250.72	401.9	313.33	221.63	165.17	282.08	387.46	382.3	348.69	339.25
ITPR3	1.95	2.73	4.2	1.22	0.8	1.43	4.33	1.3	2.13	1.91
IVD	55.51	60.66	77.06	47.95	41.47	73.44	62.43	74.68	51.77	65.67
IVL	0	0	0.02	0	0	0	0.21	0	0	0.06
JAG2	0.64	1.17	1.11	0.27	0.32	1	0.37	0.12	0.54	0.29
JAK1	293.26	335.96	383.74	363.08	283.87	314.65	256.83	224.65	325.7	274.29
JAK2	87.14	76.82	106.05	78.92	50.79	78.16	71.23	95.15	81.4	87.21
JAK3	7.67	10.8	22	9.59	9.38	10.39	25.83	7.19	10.37	14.69
ARCN1	142.97	149.2	159.89	154.06	130.95	140.42	159.32	148.46	163.11	181.63
JARID2	65.85	77.91	70.72	44.32	46.36	54.15	71.71	51.81	66.73	60.84
JUN	703.58	607.61	740.78	459.4	856.16	536.84	428.37	243.28	406.4	414.76
JUNB	1098.49	789.28	861.81	640.19	1253.58	576.52	727.07	285.32	535.25	521.63
JUND	421.42	312.32	400.58	377.36	398.98	498.52	244.34	199.79	284.38	415.16
JUP	20.32	18.74	19.15	39.73	15.03	14.83	7.91	5.71	6.57	11.43
TRIM23	11.05	15.13	10.58	12.51	9.82	9.3	16.39	15.11	11.4	10.81
KAL1	12.58	15.35	19.19	16.46	9.46	12.47	16.95	14.96	20.98	30.48
GSTK1	42.31	42.78	65.14	51.03	57.79	51.11	61.01	46	54.39	65.48
CD82	9.59	6.68	15.03	4.23	6.13	10.32	8.37	5.61	5.36	11.86
KARS	111.99	78.79	109.27	129.29	125.78	104.09	132.48	133.07	150.25	123.89
USP50	1.07	0.48	0.4	0.58	0.26	0.36	0.51	0.37	0.27	0.48
KCNA1	0	0	0.14	0	0	0	0	0	0	0.06
KCNA2	0	0.02	0.05	0	0	0	0	0	0.03	0
KCNA3	3.72	2.22	3.19	2.68	2.51	1.45	5.05	1.5	4.32	3.42
HILS1	0	0	0.02	0	0	0	0	0	0	0
DND1	4.04	5.8	8.05	5.88	3.61	6.16	2.19	3.13	2.93	4.6
KCNA4	5.06	5.04	4.34	4.78	3.23	9.03	3.34	16.57	5.44	8.48
AREG	663.69	743.04	744.06	394.83	498.98	416.32	295.06	924.41	698.99	585.22
KCNA5	0.28	0.34	0.57	0.45	2.31	0.52	0	0	0.11	0.17
KCNA6	0	0.03	0.21	0.19	0	0	0.11	0.16	0.11	0.13
CDRT1	0.68	2.59	3.12	0.79	1.32	4.75	6.84	3.52	6.46	4.59
NDUFS7	28.53	17.94	28.02	27.15	44.16	34.34	29.76	30.77	19.56	32.05
KCNA7	4.98	4.49	6.77	1.79	2.02	5.41	3.77	3.01	1.91	4.67
PTCHD3	0.34	0	0.36	0.37	0.08	0.21	0.21	0.04	0.09	0.02
NHLRC2	66.28	120.8	100.38	111.76	88.03	92.07	146.94	96.96	125.71	123.34
C10orf96	0.23	0.06	0.32	0.61	0.54	0	0	0	0	0.06
GALNTL4	15.04	5.85	9.1	10.05	9.94	10.41	9.38	13.64	9.37	10.6
B7H6	28.16	34.81	50.69	36.11	18.86	39.5	39.52	44.55	42.89	64.52
DKFZp779M0652	0	0	0.02	0	0.2	0	0	0.06	0	0.19
FAM111B	0.75	0.46	0.97	0.57	0.2	0.14	1.12	0.33	0.63	0.58
TMEM179B	19.47	17.8	19.48	20.3	30.09	23.43	24.17	21.23	25.08	24.1
KCNA10	0	0.03	0.02	0	0	0	0	0	0	0.01
TBC1D10C	1.88	1.84	4	1.06	2.29	0.66	5.19	1.28	2.09	2.5
DNAJB13	0.08	0.25	0.11	0	0.24	0.11	0.27	0.08	0	0.02
LOC374443	3.5	6.23	8.11	4.5	5.87	3.65	6.2	1.92	6.07	6.01
KRT77	0	0	0.01	0	0	0.02	0	0	0	0.04
PTPRQ	0.26	0.28	0.12	0	0	0	0.05	0	0	0.14
C12orf42	0.23	0	0.09	0	0	0	0.16	0	0.07	0.13
LOC374491	0	0.35	0.34	0.14	0.04	0.04	0.75	0	0.04	0.14
KCNB1	0	0.34	0.11	0.08	0.12	0.11	0	0	0	0.09
ASPG	2.59	1.62	3.93	6.18	9.42	3.19	0.91	2.08	2.17	2.04
KCNC1	1.2	0.56	1.09	0.98	0.6	1.43	0.59	0.12	0.2	0.15
TEX9	0.75	1.25	0.88	1.18	1.66	1.95	2.94	1.81	1.27	1.36
GOLGA6L5	3.31	9.12	4.72	6.6	1.8	4.48	2.94	3.85	4.5	3.87
KIF7	12.46	9.64	8.92	7.74	6.69	8.01	6.02	3.44	2.79	4.39
ZNF710	12.37	9.29	13.17	10.08	7.84	8.58	8.77	8.06	7.97	9.12
HDDC3	2.18	1.7	2.53	2.63	4.65	2.87	5.35	4.2	2.07	3.15
WASH3P	10.3	6.09	7.27	6.6	6.29	7.45	4.73	5.67	3.41	4.74
KCNC2	0	0	0.05	0	0	0	0	0	0	0.02
TEPP	0	0.06	0.01	0	0.04	0.18	0.05	0	0	0.02
SPEM1	0.15	0	0	0	0	0	0	0	0	0
EFCAB5	0.6	0.54	0.43	0.16	0	0	1.07	0.64	0.34	0.69
KCNC3	0.15	0.28	0.52	0.19	0.08	0.43	0.86	0.16	0.1	0.28
LRRC37A3	11.37	17.87	13.19	10.3	6.47	15.96	10.75	8.45	8.36	8.73
ANKRD30B	0	0	0.05	0	0	0	0	0	0	0
C18orf34	0	0.09	0.36	0.22	0	0.11	0.05	0	0	0
ATP9B	39.19	40.82	46.64	37	38.61	43.76	36.66	35.8	34.13	41.7
C19orf35	2.82	3.76	6.67	1.88	2.47	5.03	2.86	1.81	2.74	5.18
HSD11B1L	4.74	3.86	5.42	4.36	7.14	6.77	6.18	5.26	5.7	6.44
C19orf45	0.19	0.4	0.2	0	0.44	0.16	0.21	0	0	0.13
ZNF699	5.83	7.99	10.72	10.04	5.29	11.05	7.06	12.24	10.07	14.13
TMEM205	25.98	15.46	27.75	22.9	37	31.24	29.81	26.91	26.09	39.74
YJEFN3	1.37	1.74	0.86	0.43	0.84	1.49	0.64	0.41	0.61	0.64
SBSN	0.23	0	0.12	0	0.12	0	0	0.08	0.06	0.06
ZNF829	13.1	11.79	15.27	11.57	5.23	11.61	9.54	10.76	10.77	12.9
KCNC4	12.12	5.09	10.17	5.09	6.01	11.27	3.29	7.32	3.47	7.16
ZNF568	11.94	12.53	9.9	10.27	6.05	7.24	10	11.17	8.32	10.51
B3GNT8	1.26	0.74	1.3	0.58	0.16	0.77	2.01	0.8	0.56	0.45
ZNF773	2.29	3.05	2.51	2.28	0.32	2.27	2.06	1.48	3.13	2.83
C1orf187	0	0.02	0.05	0	0	0	0	0	0	0.02
SPATA21	1.26	1.11	0.83	0.22	0.24	0.95	0.37	0.16	0.29	0.41
CCDC23	6.33	4.88	7.64	5.96	8.88	4.96	4.81	6.59	8.34	7.36
ATPAF1-AS1	0.11	0.34	0.26	0.03	0	0.25	0	0.1	0.03	0.14
HEATR8	0	0	0.06	0	0	0.11	0	0	0.03	0.02
FAM73A	27.5	35.67	26.28	25.76	19.68	26.21	27.54	26.81	26.86	27.02
ARF1	237.75	239.94	248.48	220.23	250.86	321.77	267.58	288.49	212.28	259.1
KCND1	3.91	5.28	2.68	2.09	0.96	4.96	1.15	1.67	1.39	1.91
PEAR1	0.85	2.25	0.86	0.7	0.4	0.47	1.23	0.66	0.66	0.56
SFT2D2	13.83	9.5	11.96	12.17	8.22	7.24	8.64	15.5	9.04	10.83
MIA3	72.37	157.92	119.97	83.53	63.38	119.25	152.64	132.34	150.64	131.32
C1orf95	0.11	0.12	0.72	0.11	0	0.43	0.27	0.08	0.11	0.4
FAM89A	0.86	0.54	0.55	0.73	0.68	0.45	1.5	1.07	0.99	0.82
KCND2	53.18	78.4	56.28	59.12	28.82	45.64	41.01	51.15	20.56	42.21
PI4KAP2	10.23	10.23	9.79	7.24	4.31	9.06	3.48	2.76	4.5	5.34
PFN4	0.56	0.06	0.31	0.42	0.12	0.32	0.21	0.12	0.06	0.3
LOC375190	5.32	6.91	6.88	7.24	9.06	3.99	5.05	6.68	9.03	5.85
LOC375196	0.49	0.43	0.48	0.08	0.24	0.32	0.43	0.45	0.17	0.47
KCND3	0.15	0.12	0.36	0.11	0.36	0.14	0.11	0.08	0.29	0.17
ANKRD36	49.64	52.52	58.87	44.27	27.48	38.5	46.39	38.66	35.38	35.21
WASH2P	3.67	2.75	3.13	3.25	2.59	3.87	2.73	1.81	2.04	3.46
RBM43	9.42	6.82	7.86	7.55	3.09	6.36	7.57	6.7	7.04	6.29
LOC375295	0.3	0.17	0.27	0.05	0.32	0	0.43	0.08	0.11	0.05
CERKL	0.6	0.25	0.55	0.05	0.16	0.04	0.43	0.25	0.69	0.5
KCNE1	1.02	0.59	0.86	0.05	0.26	0.88	1.12	0.45	0.46	0.94
C2orf62	0	0.05	0.09	0.08	0.24	0.04	0.05	0.04	0	0.11
RBM44	7.8	9.6	10.79	6.79	6.21	9.94	6.66	14.57	7.83	9.95
AQP12A	0.13	0	0	0	0	0	0	0	0	0
LHFPL4	0.32	0.83	0.51	0.31	0.24	1.06	0.32	0.23	0.2	0.35
C3orf77	0	0.03	0.11	0	0	0	0	0	0	0.07
C3orf62	7.14	11.93	10.53	6.96	3.47	8.42	10.43	8.74	7.33	10.19
TMEM110	9.23	13.48	13.48	9.39	7.74	10.98	11.02	7.91	8.56	10.46
LRRC33	1.22	0.88	4.22	0.84	1.48	1.86	3.88	0.58	2.89	2.94
KCNF1	0.45	0.15	0.11	0	0.24	0.36	0	0	0.11	0.09
C5orf34	1.5	1.16	0.97	1.6	1.3	0.97	1.12	0.84	0.61	1.14
MAST4	49.87	57.78	57.16	45.31	40.91	55.73	37.56	35.36	45.69	52.55
C5orf25	56.05	59.69	41.41	41.04	41.33	50.64	56.81	21.68	45.58	37.18
KCNG1	1.77	0.59	2.07	4.12	1.72	2.17	0.21	0.91	0.69	2.28
GUSBP4	0.79	0.4	0.89	0.79	1.24	0.41	0.91	0.58	0.81	0.75
GJB7	1.9	2.16	1.28	0.65	0.68	0.43	1.23	0.62	1.59	0.85
VWC2	2.91	1.14	4.25	12.17	5.13	0.18	0.45	0.25	0.09	0.51
TRIM73	0	0.28	0.04	0	0	0.29	0.11	0.29	0.07	0.02
KCNH1	0.68	0.56	1.3	0.54	0.48	1.47	2.06	0.45	0.94	0.65
C7orf52	0.38	0	0.45	0.35	0.16	1.11	0	0.21	0.26	0.15
SLC26A5	0.94	0.85	0.5	0.81	0.24	0.54	0.48	0.39	0.49	0.77
LHFPL3	0	0.4	0.26	0.08	0.56	0.07	0	0.37	0.11	0.65
KCP	0	0.15	0.17	0.14	0	0.2	0	0.08	0.09	0.11
SPATC1	0.41	0.19	0.34	0.27	0	0.34	0.27	0.08	0.23	0.14
WASH5P	8.89	9.36	7.03	5.58	3.87	8.96	5.78	4.66	4.14	4.19
KCNH2	22.95	20.83	36.61	33.81	72.06	50.87	39.44	15.41	35.53	36.68
ENHO	0	0.03	0.22	0.43	0.42	0.02	0	0.16	0.06	0.37
AQP7P1	0.6	0.48	0.7	0.38	0.16	0.25	0.27	0.06	0.37	0.26
PTAR1	76.64	92.85	91.61	102.46	86.69	66.73	114.99	91.93	117.48	110.9
C9orf102	32.8	33.34	37.51	32.63	26.08	25.04	31.55	30.69	32.55	36.99
SWI5	7.2	6.68	6.97	5.69	9.22	6.79	5.78	6.76	5.3	6.43
C9orf50	0	0.12	0.04	0	0	0	0	0	0	0.02
PNPLA7	4.19	4.26	2.63	1.91	1.4	4.23	3.18	1.75	0.74	1.27
