geneNames	GSE138518_GSM4110156	GSE138518_GSM4110157	GSE138518_GSM4110158	GSE138518_GSM4110159	GSE138518_GSM4110160	GSE138518_GSM4110161	GSE155489_GSM4705199	GSE155489_GSM4705200	GSE155489_GSM4705201	GSE155489_GSM4705202	GSE155489_GSM4705203	GSE155489_GSM4705204	GSE155489_GSM4705205	GSE155489_GSM4705206	GSE193123_GSM5773736	GSE193123_GSM5773737	GSE193123_GSM5773738	GSE193123_GSM5773739	GSE193123_GSM5773740	GSE193123_GSM5773741
AC209007.1	0	1	1	1	0	0	0	1	2	3	12	1	2	3	0	0	0	0	0	0
CROCCP2	221	743	366	473	364	372	119	97	31	42	84	83	38	29	543	439	418	527	583	1457
C1orf167	3	18	7	6	4	14	65	38	37	34	55	46	16	31	3	0	0	2	0	2
TTC34	0	14	5	12	30	5	4	3	2	0	4	1	3	0	0	1	1	5	0	4
MMP23A	68	102	94	51	104	31	3	0	0	3	0	0	0	0	0	0	3	3	10	28
ATAD3C	0	48	45	52	22	26	23	4	4	4	2	3	0	6	3	6	8	6	9	7
MIR933	0	0	0	1	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0
MIR298	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR938	0	0	0	1	0	0	0	4	2	2	1	1	0	0	0	0	0	0	0	0
MIR887	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MIR877	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC078819.1	30	146	170	128	132	102	0	0	0	0	0	0	0	0	111	197	188	141	268	87
AL136309.1	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0
AL022722.1	0	0	0	2	4	0	1	6	0	0	2	2	1	0	0	0	0	0	0	1
HIST1H1PS1	0	4	0	2	0	0	13	14	9	3	4	6	4	1	0	3	1	1	0	1
AL136968.1	0	0	2	4	1	0	5	2	0	1	4	1	0	0	0	4	2	0	3	0
RPL12P2	0	0	2	0	1	2	0	0	0	1	0	3	0	1	0	0	0	1	0	1
RPSAP43	1	0	0	8	1	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0
AL078604.1	0	0	1	0	1	0	1	1	6	0	0	2	0	1	0	0	0	0	0	0
IFI30	90	111	568	356	2464	151	536	383	22	77	64	66	201	165	165	72	51	93	26	583
GAPDHP72	1	1	1	1	1	0	5	2	4	2	3	2	3	3	0	0	0	2	0	0
AL133406.1	0	0	0	0	6	0	1	4	0	2	7	4	1	2	2	0	3	0	1	0
AL136116.1	0	0	0	0	2	0	0	0	6	1	7	4	0	3	0	0	0	0	0	0
GLRX3P2	0	0	1	0	1	0	5	3	5	4	6	3	4	4	2	1	1	0	0	1
AL031229.1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ANXA2P3	0	1	0	0	1	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0
HMGA1P7	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	3
AL109918.1	34	481	286	40	166	99	96	105	85	172	16	25	62	77	23	43	46	32	32	17
AL589993.1	2	6	2	5	3	5	4	4	6	3	14	7	4	5	4	3	11	3	1	5
TUBB2BP1	0	0	3	120	0	0	16	18	10	16	21	8	22	20	0	8	0	0	0	0
RPL17P26	1	2	0	1	1	0	2	0	1	0	3	2	4	0	0	0	0	0	0	0
LY86-AS1	4	0	0	0	8	0	7	5	23	7	15	3	6	3	13	7	5	11	2	1
RPS2P55	26	22	71	54	77	32	5	10	6	10	5	9	7	7	53	10	12	14	9	5
RPL22P12	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0
AC009403.1	43	37	54	52	46	23	18	23	25	26	39	22	12	27	37	33	46	40	18	62
AL355312.1	0	6	0	14	6	0	5	0	2	2	0	3	1	1	1	2	1	0	0	0
CCDC7	15	22	16	8	13	10	69	40	57	63	91	66	55	56	31	26	43	49	32	61
RPL21P65	0	0	1	0	2	0	1	0	0	1	1	2	1	0	0	1	0	0	0	0
HSPD1P10	0	3	3	8	0	0	1	0	0	1	0	0	0	1	4	5	3	1	2	0
RPL10P1	0	1	0	2	0	0	2	0	1	3	0	0	0	1	1	0	0	0	0	0
TPT1P4	1	1	5	3	2	0	2	0	1	0	0	4	0	1	0	0	0	1	0	2
AL512430.2	0	1	0	0	0	0	2	3	0	2	1	1	0	0	0	0	2	0	0	5
AL021407.1	1	6	0	0	0	0	1	4	1	2	3	1	1	1	6	1	1	8	1	7
PPIAP31	6	28	38	53	41	39	168	142	77	134	176	157	94	134	51	40	46	63	51	38
FNIP1	57	403	319	414	285	348	713	561	341	434	330	308	211	191	1231	798	751	575	642	1510
AL139100.1	2	1	10	7	4	5	16	16	12	13	7	10	1	3	19	15	9	17	12	18
LARP1P1	0	0	0	0	5	0	1	2	0	1	0	0	0	3	1	0	1	4	0	1
ANKRD18EP	0	2	1	6	10	18	4	5	3	1	5	12	11	13	20	26	19	18	28	38
AL139039.2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SP9	0	6	0	0	0	0	1	0	2	1	0	1	0	2	1	0	0	2	0	0
AL136968.2	0	0	0	1	0	0	0	3	2	53	0	0	0	2	0	0	0	0	0	0
CBX3P9	4	2	12	19	6	2	25	7	11	12	24	23	22	12	19	7	9	13	16	27
POM121L4P	0	1	2	1	1	1	7	4	2	1	0	1	0	0	0	0	0	1	1	1
AL031777.1	0	0	8	9	3	0	5	0	0	0	2	3	0	0	4	10	0	3	3	3
AC079776.1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
UQCRFS1P3	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OR2W2P	0	0	0	0	0	4	3	0	3	1	0	0	1	4	0	0	1	0	0	0
PRELID1P1	1	3	6	1	5	0	5	2	0	2	4	3	1	0	1	1	1	1	0	1
RPS7P5	0	0	0	0	2	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0
SSXP10	0	2	0	3	0	0	2	0	3	1	2	0	0	0	0	0	0	0	0	0
AL355615.1	0	2	0	0	0	0	2	1	3	0	0	3	0	2	0	0	0	0	0	0
PSMC1P11	0	0	1	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0	0	0
DDX18P3	0	0	1	0	0	0	0	2	3	2	0	2	2	0	0	0	2	1	0	0
ISCA1P1	0	0	3	0	2	0	30	9	9	5	15	14	12	19	20	14	21	17	24	25
SYCE3	0	4	8	13	11	3	5	2	1	4	1	4	4	2	7	6	1	0	4	0
HMGB1P17	3	0	0	0	0	0	0	0	1	1	1	1	2	5	5	0	4	7	0	2
AL356057.1	0	0	2	0	0	2	2	10	8	13	3	2	5	1	0	0	0	0	4	0
AL136116.2	0	0	0	1	0	0	1	4	0	0	4	0	0	1	0	0	0	0	0	0
RPS16P5	0	1	0	9	0	2	5	6	3	0	14	1	2	2	1	1	2	1	0	0
CKLF	122	167	148	287	286	77	327	179	161	214	254	229	171	150	1	4	11	12	8	30
AL158066.1	1	37	35	21	12	8	68	50	14	27	24	40	24	28	0	0	0	0	0	0
AL031119.1	0	0	0	2	0	0	0	1	3	0	4	1	1	0	0	0	0	0	2	0
AL627402.1	3	12	10	24	11	7	17	32	13	25	16	21	9	17	4	5	2	4	2	3
FO393413.1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTGES3P2	0	2	2	0	10	0	6	1	5	2	1	4	0	5	1	3	3	0	1	2
AL355864.1	0	0	1	0	0	0	0	0	0	0	3	0	1	3	0	3	2	3	9	4
HIST1H2BPS2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	3	3
AL136116.3	0	29	15	29	18	9	8	22	8	17	17	34	13	9	9	24	13	14	15	6
AL353692.1	0	2	0	0	1	0	3	0	0	1	1	0	0	1	0	0	0	0	0	0
AC073263.1	4	25	2	28	6	5	2	2	7	2	2	2	2	2	4	5	6	13	6	18
RPS10P3	11	19	51	63	69	30	3	7	9	10	8	4	1	4	33	10	3	11	15	9
CCT7P1	0	1	0	2	0	0	4	1	1	2	1	2	2	1	0	0	1	0	0	0
NDUFAB1P1	5	0	0	2	0	0	9	0	2	1	1	0	1	0	1	1	0	1	0	0
AL157777.1	0	1	2	2	0	0	2	0	0	0	2	1	0	2	0	0	0	3	0	0
AL138827.1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LDHAL6FP	0	2	5	0	0	0	1	2	0	1	0	1	0	0	0	3	1	0	2	0
ASS1P9	0	6	0	2	2	0	5	0	0	1	0	2	0	0	2	0	0	0	0	0
AL390719.1	16	74	72	23	40	0	119	45	24	16	16	11	73	75	84	62	54	175	87	233
SNRPEP6	0	0	0	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0
AL034397.1	0	1	2	0	1	0	0	2	7	2	1	0	0	1	0	0	0	0	0	0
HIST1H4PS1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT18P48	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CICP18	4	16	1	10	7	7	0	1	1	0	0	1	1	0	2	2	2	0	2	4
PAM16	700	782	676	1231	768	343	341	218	174	208	340	300	220	215	11	9	16	9	25	5
KRT19P1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL109955.1	14	0	0	7	0	7	3	4	5	6	2	0	2	2	18	7	13	15	10	21
AL512329.1	0	0	0	0	1	0	0	1	2	4	0	1	0	0	0	1	0	0	0	0
ADAMTS7P4	0	0	6	26	11	2	7	3	4	5	2	3	3	3	1	3	2	2	4	7
AL021407.3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	3	1	12	9	3	1
KIRREL3-AS3	0	2	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
AC016739.1	20	28	54	35	35	23	162	206	166	251	182	170	127	122	188	132	76	116	109	78
POM121L14P	0	1	0	0	2	0	5	2	1	1	1	0	0	2	0	0	0	0	0	0
RPS27AP11	0	1	1	2	1	0	2	4	0	5	0	1	1	2	0	1	0	1	0	0
FTH1P26	0	0	4	0	0	0	0	4	2	0	0	3	5	2	0	0	0	0	0	0
TATDN2P2	0	12	0	47	10	16	15	18	2	3	6	9	0	4	61	60	119	12	89	62
AC136632.1	139	1	57	13	7	3	43	43	27	44	50	42	40	47	0	0	0	0	0	0
NEPNP	0	0	0	0	6	0	3	0	3	3	0	2	0	3	1	0	0	0	0	0
AL591034.1	3	1	0	0	0	0	0	1	1	0	3	1	0	1	0	0	1	0	0	0
MORF4L1P1	2	9	22	8	19	7	580	418	358	493	440	450	581	513	1228	984	1431	1400	1612	718
CDC14C	0	2	0	0	0	0	4	5	0	2	12	8	5	6	23	2	9	1	12	1
TENM3	224	1003	1280	894	802	1003	101	79	62	89	104	83	42	71	905	729	3579	878	3384	196
HNRNPA1P1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPLA1P3	1	2	1	0	0	0	12	22	6	8	12	12	8	6	7	9	6	6	8	3
RPS3AP23	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0
RAET1K	0	146	22	32	29	12	10	10	7	4	3	0	39	35	19	8	11	4	12	0
AC110619.1	10	24	0	55	15	10	3	4	0	2	6	1	1	3	7	8	10	3	1	0
AL591135.1	14	44	39	22	28	28	21	20	22	14	19	12	11	9	31	13	34	25	21	22
AL590867.2	669	428	986	1155	1203	582	189	142	128	197	147	182	99	119	335	309	172	619	423	393
NIP7P3	0	3	0	0	6	0	2	1	2	0	2	3	0	0	0	0	2	0	1	0
RPS27P15	0	1	1	0	0	0	2	2	0	0	0	0	0	1	1	0	0	0	0	2
AL590004.2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
LINC00339	53	37	40	25	87	21	33	24	13	19	16	21	24	16	31	31	37	17	38	75
MIF-AS1	1148	3061	2817	3362	1481	369	15851	7946	7136	10370	12173	10007	9847	9721	0	0	0	0	0	0
AL592429.1	0	0	0	0	7	0	2	0	4	0	1	0	1	0	11	2	2	51	2	22
HNRNPA1P37	1	0	5	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
GAPDHP63	1	1	3	2	3	0	16	11	3	0	4	1	0	8	0	0	0	0	0	0
AL162578.1	0	0	4	0	2	0	19	4	6	2	11	3	4	4	0	2	0	0	0	0
AL117344.1	0	2	3	0	6	0	0	0	2	1	1	1	1	0	6	2	4	4	0	3
RPL7P28	0	0	1	2	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0
RPL5P20	0	2	0	2	0	3	1	1	1	3	0	0	9	0	0	0	0	0	0	0
BRD7P4	0	2	0	0	0	0	14	17	7	1	5	7	5	2	3	0	0	0	0	0
AC064847.1	15	5	0	2	0	0	3	1	7	1	1	2	0	2	0	1	0	0	3	1
AL512378.1	482	184	50	86	40	8	13	25	9	12	8	3	9	10	12	3	0	5	4	5
AL117342.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPZOS	266	519	661	710	559	342	637	544	468	668	661	600	430	436	561	712	786	518	590	515
AL033519.1	1	0	0	0	0	3	5	7	8	6	10	3	0	1	0	0	0	0	0	0
AL121952.1	0	2	0	0	0	0	0	0	3	2	8	1	0	0	0	1	0	0	0	0
HSPD1P16	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0
GSTM2P1	0	0	3	3	0	4	5	1	6	1	0	0	1	0	0	0	0	0	0	0
AL391903.1	0	0	0	4	6	0	2	5	2	0	0	0	0	1	2	3	1	4	4	0
PAPOLB	0	0	0	2	0	0	3	1	6	2	4	1	7	5	0	0	2	0	4	0
AL137222.1	0	2	0	4	0	0	6	0	1	2	0	5	4	1	0	0	0	0	0	0
ZNF579	600	1078	1441	742	789	497	10	6	6	12	11	3	5	3	231	271	235	273	290	274
TUBB8P2	0	0	0	2	0	0	0	3	1	5	4	2	1	0	2	1	0	1	0	0
FTH1P15	1	0	2	1	1	0	1	0	2	2	0	1	2	1	0	0	0	0	0	0
ARL4AP5	6	9	13	13	6	5	2	1	4	4	8	11	5	5	0	2	4	6	19	0
AL033519.2	46	14	90	38	83	33	10	10	7	14	9	15	22	14	0	0	1	0	0	0
RPS3AP2	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0
AC005102.1	0	9	2	0	4	0	0	0	0	0	2	0	0	1	0	0	8	1	7	4
TRIM51FP	0	0	4	0	0	0	4	0	12	1	2	5	1	2	0	0	0	0	0	0
CELA3B	0	3	0	1	3	0	6	1	1	0	3	3	1	4	0	5	0	0	3	0
SOD1P1	28	0	0	6	2	2	2	1	3	0	0	0	1	0	0	0	1	0	0	0
NPM1P37	0	0	0	1	0	0	7	1	2	3	2	3	4	2	0	1	2	0	1	0
HNRNPA3P12	0	2	2	3	0	0	3	2	2	2	4	3	4	1	4	7	1	1	5	4
AL592114.1	14	5	7	12	12	1	4	1	0	2	0	0	1	0	3	0	2	6	1	3
RPL23AP48	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
RPS4XP8	0	0	1	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0
PPIAP87	0	1	0	1	1	0	1	0	3	0	8	0	1	0	0	0	0	0	0	0
AL603914.1	4	1	0	1	0	0	1	0	2	2	1	0	0	0	1	0	0	1	0	0
HMGB1P20	226	14	21	14	4	0	2	2	0	1	2	1	3	2	0	0	0	2	4	0
FTH1P19	127	78	142	270	33	45	10	2	0	3	5	4	9	10	11	0	4	4	3	2
RNASEK	332	839	1592	1319	1222	661	2621	1846	1543	1791	1789	1464	1453	1442	147	109	136	216	144	356
AC138392.1	2	6	12	13	9	6	79	73	76	52	146	92	55	55	222	249	246	125	282	139
AMZ2P2	0	0	0	0	2	0	4	5	2	5	4	0	1	1	0	0	0	0	0	2
NPM1P38	0	0	0	0	1	0	3	1	1	0	1	1	0	0	0	0	0	0	0	0
PIP5K1P1	0	0	0	0	2	0	5	2	2	1	0	1	0	1	1	0	1	0	0	0
MRPL42P3	0	0	0	4	0	0	0	2	1	1	2	3	0	3	0	0	0	0	0	0
AL357515.1	0	15	3	7	3	0	1	6	0	2	0	0	1	3	0	0	0	0	0	0
RPL31P52	3	4	7	2	5	2	3	2	1	5	1	2	2	1	4	1	6	3	1	3
AL138880.1	2	15	7	8	0	0	2	3	2	11	8	1	5	5	0	0	0	0	1	0
ZNF602P	0	0	0	2	1	6	6	7	2	2	1	1	6	8	2	0	2	6	0	4
HSPA8P15	0	0	4	3	0	0	7	1	2	5	0	4	2	0	5	14	5	5	3	10
BTBD10P2	0	0	0	3	0	3	5	2	0	0	0	1	0	0	1	4	0	0	4	4
CATSPERZ	6	0	0	1	0	1	0	0	3	2	0	1	0	0	0	0	0	0	0	0
AC019155.2	3	0	0	0	0	0	10	3	7	5	8	0	2	1	0	0	0	0	0	0
RPL23P8	2	6	15	6	6	0	4	4	7	1	5	1	2	2	2	4	0	5	0	0
AL355802.1	2	2	6	11	8	3	2	3	2	1	4	0	4	2	4	10	9	5	6	2
NBPF1	111	538	450	476	225	382	371	266	236	251	398	328	185	143	190	238	302	101	289	124
AL603766.1	0	0	2	0	0	3	0	1	0	2	0	3	1	2	0	0	0	2	0	7
FTH1P8	128	134	356	202	102	68	35	46	39	55	33	31	30	47	773	328	197	421	246	440
AP000580.1	8	17	29	29	20	0	6	9	8	10	8	14	16	5	0	0	0	2	0	0
UMAD1	57	63	86	146	85	71	142	104	72	90	145	140	169	115	272	301	257	192	214	235
RPL17P25	0	0	1	0	3	0	0	4	1	0	0	3	1	2	0	1	0	0	0	0
AL031133.1	0	0	0	3	0	0	0	0	2	1	0	3	1	0	0	0	0	1	0	0
AL512430.3	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
ZNF259P1	0	0	0	2	2	0	1	7	2	3	1	3	1	1	1	0	0	1	1	0
PPP1R3G	221	786	810	424	436	223	27	20	19	14	22	13	14	17	54	117	100	66	73	31
HIGD1AP16	4	0	0	0	0	0	5	1	0	3	3	0	2	1	0	0	0	0	2	0
FAM228B	176	314	425	272	183	195	329	236	181	220	177	149	250	190	63	83	72	84	90	79
BMPR1AP1	0	0	2	2	1	1	3	1	1	0	2	4	1	4	1	0	0	0	1	0
ZNF433-AS1	70	58	56	68	133	49	81	81	52	85	50	43	45	13	66	62	45	72	56	162
AL133268.1	1	4	3	10	8	5	0	3	1	2	8	1	2	1	6	3	5	7	6	12
FGF7P8	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	3	5	0	0
AL357054.1	0	0	0	2	0	0	1	5	8	1	3	1	0	0	0	0	0	0	0	0
AL133260.1	9	10	20	16	10	0	3	0	0	0	4	2	1	0	3	6	3	4	2	0
AL137784.1	33	50	38	42	21	9	16	5	5	6	1	7	6	12	0	0	0	0	0	0
RPSAP45	0	1	2	3	3	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OSTCP6	0	0	0	4	0	0	0	0	1	1	1	0	0	3	0	0	0	0	1	0
ATP5PBP6	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
RPL23AP47	1	7	4	5	4	3	7	4	2	2	1	3	0	0	0	0	0	0	0	0
RPL31P28	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GAPDHP42	0	0	0	2	0	0	0	4	3	1	0	3	0	0	0	0	0	0	1	4
ZSCAN12P1	5	125	106	74	104	110	43	49	21	29	18	20	40	48	26	62	72	24	30	19
RPL35P3	0	0	0	0	0	3	2	0	0	0	3	1	0	1	0	0	1	0	2	0
AL161787.1	2	2	8	4	4	0	3	2	0	2	3	3	0	2	0	0	3	0	0	0
RPL12P8	8	7	13	13	9	24	0	1	0	1	0	2	0	1	2	2	1	3	1	0
AL391416.1	1	1	1	4	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
LINGO3	27	30	12	16	49	11	0	0	0	1	0	1	1	2	39	46	34	75	33	361
RPL7P27	0	0	0	0	0	4	1	0	0	2	1	0	2	2	0	1	0	0	0	0
AL353151.1	0	0	3	0	0	2	4	1	4	1	3	0	1	0	0	0	0	0	0	0
AL079342.1	1	0	1	0	0	0	8	2	6	2	2	1	3	2	0	2	0	0	0	0
AL355796.1	27	2	4	0	4	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
HNRNPA1P12	1	2	1	1	1	0	3	2	1	4	6	7	2	3	3	2	0	2	1	0
LINC02076	0	2	3	7	10	2	1	2	3	0	0	1	1	1	0	0	0	0	0	0
AL357075.1	0	0	2	0	0	0	2	0	1	1	4	0	0	1	0	0	0	0	0	0
ZGLP1	288	210	142	63	55	46	14	5	13	9	10	4	3	1	27	27	26	26	22	42
VAMP2	2221	3533	3885	3408	1990	901	300	284	189	269	262	210	171	207	1267	1101	1153	1550	890	1648
RPS24P12	0	0	0	2	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0
AL157777.2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC093802.1	0	0	4	0	0	0	0	2	3	0	0	1	1	2	0	0	0	0	0	0
ACTBP8	0	0	1	2	0	4	7	0	0	1	1	1	1	2	0	0	0	0	0	0
HNRNPH1P1	0	2	3	0	4	3	6	10	4	3	10	1	0	0	11	4	3	8	5	7
HIST2H2BD	81	238	166	282	193	174	70	54	38	49	58	63	26	36	45	54	42	52	55	56
AL603865.2	1	0	0	0	0	3	1	0	1	1	0	0	2	0	0	6	0	2	3	0
PPIAP74	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Z85996.1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2
KRT8P42	14	142	44	127	62	23	12	9	8	22	11	4	15	6	6	14	7	16	11	5
AL356234.1	0	2	0	0	0	0	2	0	2	0	1	2	0	1	1	0	0	3	5	7
TUBB3P1	1	0	0	0	0	0	4	2	1	1	0	0	0	1	0	0	0	0	0	0
AL139095.2	8	5	11	13	9	9	117	83	56	74	97	65	60	83	66	42	36	34	33	21
YAP1P1	0	2	3	4	2	0	1	0	1	2	1	1	0	0	2	1	0	6	2	2
ASS1P1	2	4	3	2	11	4	4	2	1	1	0	0	0	1	0	40	6	2	7	0
PKMP3	1	5	14	1	2	8	2	0	2	1	3	1	0	0	12	9	10	13	6	13
RPL35P2	4	4	7	3	10	0	8	10	2	7	5	4	7	4	0	1	0	0	0	4
AL121834.1	0	2	0	0	1	2	2	1	3	1	2	0	0	0	0	0	0	0	0	0
AL031577.2	0	0	0	0	0	1	0	2	0	0	1	3	0	0	1	0	0	1	0	2
RCC2P7	0	6	0	3	0	0	3	0	0	0	0	0	1	0	1	3	0	0	0	0
AL139094.1	4	13	10	4	4	0	4	6	0	2	2	1	0	1	4	2	0	1	5	1
AL096711.1	0	2	0	0	0	2	3	0	2	1	2	0	0	1	0	0	0	0	0	0
Z86062.1	1	2	3	2	12	2	4	1	5	4	8	8	8	1	0	0	0	0	0	1
OR1F12	0	0	0	1	0	2	1	0	0	2	0	0	0	0	1	0	0	1	0	0
RPL21P28	688	188	452	395	396	136	251	114	68	107	142	85	171	86	223	55	31	131	43	63
MTMR9LP	366	451	582	328	331	238	128	91	91	126	62	57	70	76	392	228	207	286	357	77
RPL21P119	354	220	466	468	440	260	82	133	160	165	83	144	135	64	0	1	1	5	4	5
LINC01881	42	138	87	64	104	98	141	124	47	77	113	81	52	52	51	36	50	25	32	43
RPL21P16	2591	1008	2352	1903	2349	1310	1017	700	513	695	809	813	710	734	1085	800	643	1636	731	1014
RPS18P9	46	67	86	91	65	29	85	36	28	27	59	42	39	15	36	34	27	36	37	27
HIST1H3PS1	1	3	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
AL023807.1	0	0	3	0	2	4	0	0	4	0	4	0	0	0	3	0	1	1	1	3
OSTCP4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IGBP1-AS2	8	0	1	0	0	0	148	94	67	91	100	100	97	59	0	4	0	0	0	3
HNRNPA1P41	12	7	7	0	5	0	0	2	1	1	0	4	2	5	8	2	3	2	1	1
SNORD88C	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC29P	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1
MIR1231	0	0	0	0	1	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0
MIR1233-2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1302-5	0	2	1	10	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
RNU6ATAC30P	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD110	1	1	0	1	1	1	0	6	3	1	4	2	0	0	0	0	0	0	0	0
MIR1224	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AL513534.1	0	8	3	2	1	0	3	4	5	3	1	5	19	19	11	27	38	43	34	44
RNU6ATAC27P	0	3	0	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0
SNORD88A	0	0	0	0	1	0	4	4	1	0	0	0	0	0	0	1	0	1	0	1
MIR1237	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNU6ATAC18P	0	0	0	1	3	0	0	0	0	0	0	0	0	0	4	4	2	5	0	5
RNU6ATAC20P	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MIR1228	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD88B	0	1	1	1	1	1	0	2	1	5	1	0	0	1	0	0	0	0	0	0
MIR1229	1	1	1	1	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0
MIR320B2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0
MIR1238	15	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1227	1	1	1	2	1	2	0	0	4	0	1	2	1	0	0	0	0	0	0	0
SNORA81	0	1	1	1	1	1	1	4	3	0	1	0	1	2	0	0	0	0	0	0
MIR1301	0	0	0	0	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2
MIR1271	0	1	0	1	0	0	2	0	0	1	0	0	0	0	1	0	1	0	2	0
RNU6ATAC11P	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNORA11D	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD100	0	3	6	4	5	1	8	3	5	4	14	12	0	6	13	13	1	30	17	11
RNU6ATAC40P	0	3	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0
MIR548O	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1
RNU6ATAC16P	0	0	0	2	2	0	1	2	0	0	3	1	0	0	2	0	1	1	1	0
MIR1285-1	0	1	0	1	0	0	0	2	0	1	1	0	0	0	1	4	5	0	5	6
SNORD99	0	0	0	1	1	0	2	2	6	4	5	4	0	3	11	3	3	0	8	18
MIR1180	0	0	1	0	4	2	0	0	0	0	0	0	0	0	1	2	8	1	0	0
RNU6ATAC10P	0	0	0	2	2	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0
RNU6ATAC35P	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	1	0	0
MIR1226	1	5	2	2	3	0	4	4	0	1	0	0	0	1	0	0	0	0	0	0
MIR1249	0	0	0	1	0	0	6	0	0	0	0	1	1	0	1	9	0	0	5	2
