	GSM4110156	GSM4110157	GSM4110158	GSM4110159	GSM4110160	GSM4110161
KRT8P51	0	0	0	1	0	0
C1GALT1C1L	0	3	18	10	16	21
AC245052.1	0	4	0	0	3	0
EEF1A1P24	1	1	2	1	1	0
AC093117.1	0	0	9	0	2	2
RPL34P26	0	1	0	1	0	0
LINC00571	0	12	4	0	6	4
DIP2A-IT1	0	0	0	1	0	0
FO393418.1	0	0	0	2	0	0
AF230666.1	11	14	4	5	10	9
LINC01422	0	11	0	14	0	4
NSUN5P1	314	540	404	422	292	163
LINC02601	4	0	0	0	0	0
AC093107.1	0	0	2	0	0	0
AC023157.1	7	13	5	4	14	0
BX842568.2	1	2	0	5	0	0
SUPT20HL1	0	1	0	0	0	0
AC098828.2	0	0	0	3	0	0
AC016930.1	6	0	0	0	0	0
CCDC18-AS1	107	203	175	183	133	80
MIR503HG	1736	2759	1225	1300	818	439
SIRPB3P	0	0	0	1	0	0
TSSC2	17	0	0	3	2	0
LINC02593	28	58	55	29	28	21
LINC00205	91	1161	713	305	683	265
AC006145.1	0	0	0	0	0	1
CD99P1	99	136	154	133	183	59
AL513217.1	53	0	24	0	4	0
LGALS8-AS1	0	11	10	2	7	4
AC239800.1	0	6	0	8	0	0
LINP1	0	0	0	6	0	0
UBE2E1-AS1	0	2	4	4	3	0
ENTPD3-AS1	44	30	63	81	70	11
IL10RB-DT	94	87	52	34	290	5
CERS1	56	46	34	0	22	12
RPS20P14	5	1	4	14	8	1
AC244669.1	85	103	151	162	67	38
KRT8P28	0	5	0	8	0	0
AC007255.1	0	15	8	0	0	6
PPIAP89	0	0	0	0	1	0
CFL1P1	0	14	6	11	16	2
AL603910.1	4	1	4	0	0	1
EEF1A1P1	0	0	1	0	0	0
DAZAP2P1	0	1	1	7	3	4
AL161935.1	0	1	0	0	4	0
AL645941.1	0	3	0	3	1	1
FAM95B1	30	11	20	5	3	5
EFCAB6-AS1	4	0	2	0	0	0
AL354893.1	1	5	4	0	4	0
AC147651.1	49	35	23	31	19	19
AL365436.1	2	1	6	2	1	0
NPM1P19	0	0	0	0	1	0
HLA-DPB1	138	160	234	417	360	77
NBEAP3	20	35	67	27	15	9
RPS8P10	1	1	1	1	0	0
PPIAP53	0	22	1	9	13	1
ABCC5-AS1	6	0	0	0	0	0
AC068481.1	96	31	73	16	10	2
AC073073.1	1	0	3	1	1	0
AC008171.1	13	0	2	1	0	0
OSER1-DT	68	168	230	70	188	81
GNL2P1	0	0	0	0	2	0
CCNJP2	0	0	2	0	0	0
AP001469.1	10	29	0	3	12	10
ASS1P2	20	10	2	6	0	0
AC010136.1	2	0	0	0	2	0
AC117453.1	0	0	0	0	12	0
LGALSL-DT	0	5	0	4	2	0
LINC01014	0	2	0	0	0	0
AC244033.1	0	4	0	0	0	0
AC016738.1	5	97	11	92	33	13
ROR1-AS1	109	103	155	395	197	111
C1QTNF5	0	0	42	4	24	15
AFG3L1P	399	535	391	550	375	204
PRKRA-AS1	37	80	77	74	100	35
UBBP3	0	0	0	0	1	0
THAP12P8	0	4	0	6	0	5
ZNF587P1	24	6	7	0	2	0
AL159990.1	0	0	2	0	0	0
DDX11L1	0	0	0	0	7	0
HNRNPRP1	0	0	0	1	2	0
RPL26P28	0	0	0	0	1	0
AC244250.1	0	0	0	2	0	0
YES1P1	36	5	7	0	0	0
ATP5F1CP1	0	4	2	9	0	2
AC019070.1	0	2	0	0	0	0
AC110602.1	0	0	2	1	1	0
AL390728.3	0	0	2	5	4	0
AC092681.1	0	5	4	0	0	2
LINC01449	0	0	0	0	5	0
RPL21P32	0	6	0	0	2	0
MIR181A2HG	0	2	0	0	0	0
EDRF1-DT	0	12	18	19	25	13
TCEAL3-AS1	0	0	0	2	0	0
EPB41L4A-AS1	248	107	154	310	160	58
LINC02561	0	0	0	1	0	0
HMGN1P4	1	3	1	1	3	0
IGKV3D-15	0	0	0	1	2	0
CCNT2-AS1	17	13	37	37	10	16
AC005076.1	0	0	19	14	18	0
CPTP	906	1322	1806	1048	875	407
GAPDHP55	0	4	0	0	2	0
EGFR-AS1	0	0	0	2	0	0
AC006509.1	1	0	0	0	1	0
HSPA8P16	0	1	0	1	0	0
ARSEP1	0	1	0	0	0	0
AC007319.1	10	8	13	8	9	6
AL049795.1	0	26	17	26	25	4
AC009474.1	0	0	0	0	2	0
AL139811.1	0	0	0	0	2	0
SNHG14	975	2767	1763	1576	1229	1548
AC091729.1	0	9	3	0	0	0
UBE2FP1	39	40	57	128	51	19
SLC44A3-AS1	532	909	606	233	723	250
MTCO1P11	0	6	2	13	4	1
AC245452.1	21	141	151	135	82	76
AC104389.1	0	0	0	0	2	0
AL109613.1	0	3	9	15	0	0
RPS24P8	3	2	11	14	7	2
AC021148.1	1	7	11	7	5	0
AP001630.1	0	0	0	2	0	0
ETDB	0	0	0	2	0	3
CENPVL3	0	8	0	0	0	1
AL591846.1	4	13	3	8	2	4
INHBA-AS1	0	2	2	10	1	0
PTPN2P2	0	0	0	1	3	0
UBE2SP2	11	11	47	14	21	25
AC112715.1	0	0	4	0	5	0
AC000123.1	0	4	4	10	4	4
AMMECR1-IT1	1	2	0	1	0	0
AC009506.1	49	94	122	111	109	43
HCG14	0	0	0	2	2	0
HMGB1P9	0	0	0	0	0	2
CICP10	0	1	0	0	0	0
AC025594.1	0	0	4	0	0	0
AL133264.2	0	0	0	1	0	0
DNAJC27-AS1	22	10	24	8	14	16
LINC01357	76	56	107	116	97	43
AC091799.1	0	0	0	0	1	0
LINC00570	0	0	0	2	4	0
SDHDP6	0	8	7	8	14	8
MIR3681HG	0	0	0	4	0	3
C5orf66	0	14	11	22	1	7
HAGLR	9	2	5	2	0	0
AC022400.1	6	0	0	2	0	0
PHEX-AS1	0	4	19	0	0	0
AC253536.1	0	1	4	0	7	0
AC018797.1	0	0	0	2	0	0
AL590762.3	0	0	0	3	0	0
AL606469.1	0	3	11	16	5	4
AC234781.1	0	4	5	5	0	0
AC104699.1	5	0	0	2	0	0
LINC02636	0	6	0	0	0	0
AC005104.2	19	8	4	5	2	0
MRRFP1	0	0	0	0	3	0
MICOS10P3	0	0	0	3	0	0
WARS2-IT1	0	0	0	4	17	7
AC090044.1	0	0	0	5	0	0
AL391427.1	0	0	0	0	0	2
MTCO1P39	4	18	2	7	2	2
PDCL3P6	0	0	2	0	0	0
Z93930.1	0	1	0	0	0	1
LINC01133	31	2	5	0	12	2
RPSAP18	14	5	26	12	19	4
AP000697.1	0	0	0	0	0	2
AL117329.1	1	0	2	0	0	0
AC131097.3	0	15	19	29	5	0
AC005077.2	0	2	0	2	0	0
AC005014.1	0	2	0	1	0	0
SLC25A5-AS1	8	82	60	38	45	37
AC010469.1	20	8	16	1	3	0
MSL3P1	0	61	27	2	72	26
AF196972.1	0	0	0	0	4	2
PINCR	0	0	3	0	0	0
OLFM5P	0	5	0	2	3	0
AL161785.1	0	0	0	3	5	0
ANKRD30BP2	1	0	1	2	0	0
MCCD1P2	0	0	0	1	0	0
RPL7P7	0	0	0	1	2	0
CHL1-AS2	7	10	22	0	7	5
RPL12P14	7	4	6	4	5	3
THAP5P1	0	1	0	0	0	0
AC019181.1	20	18	14	11	13	2
AP000357.1	0	0	1	0	1	0
AC239809.1	0	0	0	0	0	1
BICD1P1	2	4	6	15	5	1
SCEL-AS1	0	0	0	0	2	0
AL592076.1	22	2	7	0	3	0
MTND2P5	0	0	1	0	0	0
AL356966.1	6	20	2	6	7	0
TMCO1-AS1	0	3	10	0	0	0
AC011239.1	0	3	0	0	0	0
AC073261.1	0	1	0	0	0	0
IGHV4-59	0	3	0	0	2	0
AC017104.1	17	13	12	4	3	6
PRR29	19	32	53	4	3	4
C4B	145	401	149	176	198	36
LINC01280	0	2	0	0	0	0
GPC6-AS2	1	4	14	7	3	2
SMIM25	16	0	5	28	92	19
RPL7P57	0	0	0	1	6	0
OR6D1P	6	17	5	2	0	3
AL136988.1	6	85	87	33	16	35
AC114489.1	0	0	0	3	0	0
HSP90AA2P	10	9	22	18	11	9
AC022022.1	0	0	3	0	0	0
AP001476.1	45	113	44	82	49	35
AC010886.1	0	5	0	0	0	0
AC007683.1	3	0	1	3	9	0
STK24-AS1	1	4	2	4	1	6
KRT18P27	0	0	0	3	0	0
ADM5	263	348	247	117	50	45
PRKAR2A-AS1	2	2	16	22	22	20
SLC31A1P1	0	0	1	2	7	0
AP000281.1	1	1	0	0	0	0
LINC00539	0	0	0	2	14	0
MKRN5P	0	3	4	3	0	8
AC063976.2	0	8	8	14	7	5
CXorf51A	0	0	3	0	0	0
AC005020.1	0	1	0	4	2	2
ATP5PBP1	0	5	0	0	0	1
RSL24D1P6	0	2	3	4	0	0
AC079354.1	0	2	0	0	0	0
PGAM1P6	0	0	0	5	0	0
LAMC1-AS1	0	7	2	27	0	2
ATXN1L	373	1760	1133	1509	834	943
CCND3P1	0	2	0	0	0	0
AC104162.1	0	2	0	3	8	2
SAMM50P1	0	0	0	3	0	0
HNRNPA3P14	0	0	0	0	1	0
AC138150.1	0	3	1	2	0	0
LINC00365	16	0	0	0	0	0
KRT8P45	0	0	0	2	7	0
AL591686.1	2	0	0	0	0	0
PPIAP10	0	1	2	0	0	0
SMIM13	64	388	256	231	213	219
TMLHE-AS1	0	0	0	4	0	0
AC096677.1	35	29	13	11	27	4
SNRPGP15	1	3	0	4	9	4
AC008264.1	0	4	0	3	0	0
EIF4BP3	17	20	50	32	21	28
AC114491.1	0	3	3	0	2	5
AC008065.1	0	0	2	1	1	0
AC087441.1	1	0	0	1	1	0
COL18A1-AS2	0	0	0	5	0	0
HNRNPA1P48	96	60	78	176	113	78
AL139158.2	0	0	9	2	0	6
AC092427.1	23	26	47	50	25	6
RPL29P19	12	5	10	10	5	0
AC073626.1	0	0	0	0	0	1
ZMIZ1-AS1	207	709	312	402	350	81
SVIL-AS1	125	696	1177	380	547	752
BMS1P12	0	0	2	0	0	0
AL031864.2	0	1	0	0	1	0
AC093425.1	0	0	1	1	0	1
TNK2-AS1	0	0	4	3	0	4
RTCA-AS1	7	0	0	13	0	6
AC096921.1	0	0	0	0	0	2
RPL37P10	0	0	1	0	1	0
AL121723.1	0	0	5	0	0	0
AC004975.1	0	0	0	0	0	2
RPS27AP16	64	138	330	284	307	52
AL391095.1	0	16	11	17	0	10
AL391069.1	0	2	2	0	0	0
AC007387.1	0	1	0	0	1	0
AC026954.1	2	2	0	2	0	0
AF124730.1	0	0	0	2	0	0
IGHV3-74	116	18	28	25	62	26
SH3BP5-AS1	202	3045	1663	857	549	346
Z84484.1	7	0	0	4	3	0
IPO8P1	1	0	3	1	0	0
AC016769.2	0	9	0	0	3	0
EIF3EP2	1	0	0	0	0	0
AC009227.1	0	0	0	0	4	0
PDIA3P2	1	21	25	17	17	12
GAPDHP46	0	2	0	0	0	0
PLA2G12AP1	2	13	14	8	9	3
RPL36AP29	0	0	1	0	0	2
RASAL2-AS1	23	49	59	73	46	34
E2F6P2	1	1	0	1	0	0
ZNF812P	0	0	6	0	0	0
AL133553.1	8	6	2	6	5	0
AL390038.1	0	3	0	0	0	0
LAMTOR5-AS1	4	18	12	17	20	0
E2F3-IT1	0	0	0	2	0	0
NPIPA3	19	65	77	111	85	34
AC025165.1	0	7	5	0	3	3
Z82186.1	0	4	6	14	18	24
AC007182.1	0	27	21	0	0	0
AC020688.1	36	8	20	11	14	5
FCF1P7	0	3	0	0	0	0
IMPDH1P8	0	4	2	4	10	2
AC099850.1	10	20	34	6	10	18
TEX26-AS1	0	0	0	2	0	0
AC063965.1	0	0	0	0	0	1
AC015987.1	0	6	0	0	0	4
MTCYBP21	0	2	0	0	0	3
AL391704.1	0	6	2	4	10	0
AL117339.1	0	0	2	0	1	3
MUC20P1	5	57	67	30	19	37
HSPA8P7	0	0	0	1	0	0
RPSAP50	0	2	3	0	8	0
EIF4A2P4	0	1	0	0	0	0
CETN4P	0	2	6	4	0	0
AC012363.1	0	0	0	3	0	0
AP000704.1	27	35	32	31	32	7
KRT18P39	0	4	1	0	0	0
AL022326.1	0	8	0	0	0	0
AL359092.1	3	1	2	0	0	0
TUBB4BP2	0	8	0	3	0	0
DUX4L9	1	2	4	2	0	1
BEND3P2	0	4	4	0	0	4
TMEM72-AS1	0	4	3	2	0	0
AL691447.1	0	0	0	0	2	0
AC096677.2	0	0	12	0	6	0
COL4A2-AS2	0	7	0	7	0	0
RORB-AS1	20	95	52	44	42	8
TOMM20P1	0	1	0	0	1	0
TMEM183B	115	176	280	194	238	171
GCSHP5	0	7	9	13	7	6
RPL12P17	1	1	1	1	6	3
LINC00240	9	13	10	14	14	10
AC107079.1	0	0	0	9	8	0
AL133351.1	24	2	6	19	15	0
AL589843.1	0	0	0	2	2	0
AL035398.1	2	3	0	2	0	0
RPL29P11	24	37	88	70	83	12
YBX1P1	436	515	1041	633	535	589
AC011447.1	7	9	13	9	15	16
MRPL20-AS1	176	109	185	157	86	105
NDUFAF8	1682	1108	1621	1432	1816	665
AC068279.1	0	0	0	1	0	1
EIPR1-IT1	0	2	0	0	0	0
AL132656.1	0	5	3	2	0	1
AC138028.2	0	22	55	22	28	9
AC007899.1	0	0	2	3	0	0
RPS4XP16	0	15	7	3	2	2
POT1-AS1	32	96	154	175	118	95
AC019155.3	0	4	0	7	8	9
AC005534.1	0	0	0	3	7	0
AP001347.1	0	5	4	0	27	4
SRP14P1	0	2	0	0	0	0
TIMM8BP2	0	0	1	1	1	2
LINC00863	82	73	307	197	268	142
APOC4-APOC2	9	4	18	12	0	2
AC152010.1	0	0	1	0	0	0
AL391684.1	0	0	9	13	5	3
LINC00184	7	0	12	6	4	6
PRRT4	0	16	21	0	5	2
AL353150.1	0	5	23	7	8	1
AL390066.1	14	14	13	8	12	6
KCTD10P1	0	0	0	2	0	1
LINC01266	0	0	0	5	0	0
AC017002.1	0	0	0	5	0	0
PPP4R3C	0	0	2	0	0	0
U82695.1	14	0	2	0	0	0
LINC02586	6	6	8	0	4	0
AC009303.1	0	1	0	1	0	0
AL645608.1	0	0	1	0	0	0
SUMO2P3	1	0	3	3	1	1
AL513412.1	0	6	0	1	0	0
LARGE-AS1	0	0	0	2	0	0
INE1	8	199	37	62	50	52
PARP4P2	3	8	25	14	19	5
AL121983.1	0	0	2	0	0	0
AC000367.1	0	0	1	0	0	0
TMEM233	577	209	345	302	236	87
AL590714.1	9	31	27	52	36	18
AL158207.1	0	4	0	0	0	0
AL445645.1	22	0	0	0	0	4
RPL29P12	1	1	1	2	1	0
AC211485.1	1	0	0	0	0	0
AC234781.2	0	3	0	0	2	0
UBE2D3P1	0	0	5	3	3	0
AC015977.1	0	0	4	0	0	0
AC091492.1	0	0	0	13	5	3
AC096541.1	0	0	0	6	0	0
AL355483.1	3	0	0	0	0	0
EIF4BP7	36	63	124	111	90	104
AL162586.1	7	39	23	16	32	9
RPL18AP2	0	21	4	3	4	3
HMGB3P22	11	4	7	3	0	0
AC012485.1	0	0	0	6	0	0
AC092941.1	0	3	0	2	0	0
CATIP-AS1	0	0	13	6	3	0
RPL23AP2	12	19	50	35	22	23
AC004552.1	106	78	216	203	199	179
AL603832.1	0	8	0	7	2	0
LINC00337	0	3	11	0	2	5
AL365338.1	0	3	0	0	0	0
PFN1P4	0	1	1	1	3	0
GRTP1-AS1	27	55	50	178	31	6
SNORA71A	2	2	2	6	3	1
AL355336.1	0	0	0	1	0	0
RPL3P7	1	6	1	1	2	2
SETP20	0	5	1	3	0	0
AL445250.1	0	0	0	5	0	0
OR52K3P	2	4	3	6	15	0
ZBTB45P1	0	0	4	16	10	8
PNMA6F	0	2	0	6	8	0
AC083900.1	0	0	3	0	0	0
RANP4	0	7	0	0	2	2
PSME2P2	2	0	7	4	6	0
DYNC1I2P1	6	4	10	4	3	5
SLC9A3-AS1	343	86	269	127	49	128
AL358216.1	0	23	12	4	6	0
AC114495.1	1	0	0	0	0	0
RPS12P10	1	0	0	0	0	0
GOLGA2P7	149	184	89	180	102	133
AL450996.1	0	0	1	0	1	0
NPM1P39	0	2	2	6	5	0
LINC00618	15	0	0	0	0	0
AC012462.1	11	17	0	0	5	2
DUTP6	1	12	7	10	2	0
AL662890.1	12	5	11	35	7	8
AL590617.2	28	4	13	0	20	6
RPSAP58	114	114	151	175	160	78
AL353898.1	0	0	0	2	0	0
AC073283.1	0	4	0	0	0	0
PLEKHM1	428	936	929	1194	823	551
ZNF33BP1	0	6	0	0	5	0
RPS12P26	0	0	0	0	0	2
LINC00092	44	37	83	52	97	40
AC078962.1	6	0	2	1	0	0
AC246787.1	9	10	14	19	28	10
AC078883.1	159	389	278	144	258	119
MIR137HG	17	0	14	26	12	8
DUXAP9	74	667	276	541	329	219
AC073367.1	0	1	0	23	5	0
AC007362.1	0	0	0	3	2	0
HSPA7	0	19	15	47	140	11
AP001628.1	0	0	1	3	2	1
RPS27AP12	21	3	1	3	0	0
LINC02470	2	0	0	0	0	0
TRAPPC12-AS1	0	57	45	15	40	24
INTS6L-AS1	0	0	3	3	0	0
RPL21P107	0	0	0	2	0	0
AC117490.1	0	2	2	2	0	0
AL021026.1	0	0	0	0	8	0
RPS2P1	3	16	0	14	16	2
RPL5P25	0	0	0	1	0	0
ST13P6	7	27	46	38	27	38
ZNRF2P2	12	76	51	23	31	44
TAF1A-AS1	0	9	16	8	0	2
LINC00705	0	20	10	23	18	20
AC074281.1	4	0	0	0	0	0
AL451074.2	1	0	0	2	0	0
LINC01770	0	18	2	2	0	0
AL158212.1	0	7	2	0	0	0
OSTCP2	0	0	1	0	0	0
AL591623.1	15	0	2	2	0	2
AL117341.1	0	5	2	0	0	0
AL513327.1	98	50	25	48	38	14
LHFPL3-AS2	0	0	3	5	0	9
LINC01678	0	0	0	0	3	0
AL035404.1	55	0	16	2	7	0
AC016027.1	1	15	19	11	30	10
RPL23AP18	1	1	1	1	1	0
AL354740.1	1158	932	0	243	576	2
AC079630.1	0	1	2	0	0	0
AL035252.1	0	4	0	0	0	0
SNX18P3	18	111	110	35	52	67
ARL6IP1P2	2	1	2	2	0	0
MIPEPP1	10	5	0	0	0	7
AL358393.1	0	0	8	0	0	0
PPP1R26-AS1	0	8	10	11	17	1
ATP6V0E1P1	1	4	4	10	0	4
AC078942.1	0	0	0	0	2	0
TDGF1P3	3	5	0	3	1	2
AC009506.2	0	3	0	0	2	1
TMEM246-AS1	0	0	3	0	0	0
NRSN2-AS1	59	97	49	92	82	28
AC015977.2	0	0	2	0	0	0
IGKV1OR9-2	0	1	0	1	0	0
RPS5P7	0	0	4	0	0	0
BX571846.1	3	8	1	0	6	8
AC121247.1	1	10	6	7	2	2
RAB28P5	0	15	1	2	2	4
TGIF2P1	0	6	0	19	0	10
RPS15AP17	2	0	3	2	1	0
AC080125.1	0	1	0	0	0	0
AC025188.1	0	0	0	2	0	0
AL136980.1	26	33	8	6	9	5
CR786580.1	0	5	1	0	0	0
LINC02557	0	0	0	0	2	0
RPL21P3	0	2	10	1	0	1
AC104134.1	0	9	7	9	5	9
AC019330.1	0	5	0	3	0	0
RBMS1P1	0	20	2	19	13	10
TNPO1P1	0	6	1	4	2	4
LINC01504	7	20	14	48	19	14
BOLA3-AS1	127	149	91	264	194	48
MPRIP-AS1	0	0	3	0	0	0
AC004938.1	0	2	0	0	0	0
RPS15AP10	2	2	10	4	3	2
RAB6C-AS1	0	2	5	0	0	0
AL021707.1	27	5	13	8	4	1
AC092634.2	0	0	0	0	3	0
AL590233.1	0	0	0	1	0	0
FDPSP1	0	1	0	0	0	0
RFPL1S	262	399	468	177	176	139
JPX	331	372	433	442	362	195
BX119917.1	1	0	0	3	1	0
AC099789.1	1	1	1	1	1	0
MTCO3P5	1	0	5	2	3	2
NUTM2B-AS1	73	206	237	314	189	125
AL663058.1	0	0	2	0	0	0
AL354707.1	6	28	18	28	12	7
GBP1P1	1	20	17	11	24	0
AC104651.1	0	0	0	0	1	0
AC002064.1	0	0	3	3	4	0
RPL15P4	0	2	0	0	0	0
GAPDHP16	0	0	0	0	1	0
AC104332.1	0	0	0	0	0	3
CYP4A22-AS1	0	0	0	2	2	0
AC069282.1	0	5	0	2	5	5
LINC00475	325	503	525	245	231	219
AL158824.1	0	0	0	2	1	0
LINC01703	0	5	4	6	9	0
AC005237.1	4	0	0	1	0	0
MKRN2OS	5	6	2	4	0	2
AL450384.1	0	2	0	0	0	2
Z82206.1	0	0	0	0	8	0
AL807761.2	0	1	1	1	0	0
PAWRP1	0	0	1	0	2	0
LINC01393	0	8	4	3	6	0
STIP1P3	0	0	0	1	0	2
AC245452.2	0	9	6	8	11	3
AL157827.1	0	0	0	1	0	0
AL359764.1	37	11	36	16	30	9
AP000320.1	0	2	0	0	0	0
C2CD4D	130	88	212	42	196	98
AC093155.1	0	0	0	6	0	0
CCT4P2	0	0	2	0	0	0
RPL35P5	8	1	3	1	5	0
DRAXINP1	0	0	0	0	4	0
NCBP2-AS1	0	0	0	1	0	0
AL358942.1	4	7	8	5	4	2
BX248409.1	0	1	1	1	1	0
AC244394.1	0	0	0	2	0	0
AC005281.1	0	0	4	0	0	0
ZNF469	833	6322	3338	3652	3317	1769
AL138785.1	1	0	1	1	1	0
AC104463.1	0	11	0	4	4	0
AGBL4-IT1	1	0	0	0	0	0
MTND2P28	44801	11835	18520	17564	12145	11170
PGAM1P2	0	0	1	0	0	0
AL606491.1	6	0	6	0	0	0
RPL35AP4	4	0	0	0	0	0
SBDSP1	73	99	129	147	105	84
AC064875.1	14	7	13	0	29	5
BX255923.1	0	2	10	8	0	2
MCRIP1	4312	3996	6260	4503	4253	2324
IPO7P2	0	1	2	2	3	2
LINC01771	0	10	0	0	0	0
FAM225B	20	14	0	0	9	6
LAGE3P1	3	0	2	5	8	1
HNRNPA1P35	2	9	16	29	15	21
SLC26A6	1043	1899	1455	825	767	470
IGHV3-72	39	7	15	10	37	11
AC114737.1	0	0	1	0	0	0
AL592166.1	0	6	7	13	7	0
FAM66E	0	7	3	0	0	0
AL139184.1	0	0	7	0	0	2
AP001627.1	0	0	0	3	0	0
FGD5-AS1	707	2523	1722	1363	1588	1234
NPM1P18	0	0	0	0	1	0
LINC02036	0	0	0	6	0	0
AC017002.2	0	6	0	0	0	0
MEG8	469	139	264	78	51	55
AC087501.1	0	0	2	0	0	0
DBH-AS1	214	996	99	118	141	24
LINC00431	0	1	1	1	6	2
AL596247.1	191	5	21	7	10	7
LINC01389	0	0	0	2	0	2
P3H2-AS1	6	7	41	10	14	0
DHRS4L1	12	0	0	5	0	0
CROCCP1	2	0	2	5	2	0
RPS29P3	0	0	0	1	0	0
SIRPAP1	0	12	0	0	0	0
DDX39AP1	2	0	0	0	0	0
PROSER2-AS1	24	4	10	6	4	0
MIAT	0	4	14	17	26	9
AL109610.1	4	0	0	0	0	0
TRAM2-AS1	29	152	131	79	85	80
AC004540.2	15	21	7	12	35	10
AL080250.1	0	2	2	2	7	0
MTND4P23	0	0	0	3	0	0
AC025918.1	0	1	0	2	2	0
AL121917.1	0	2	5	8	5	0
DNAJC19P5	2	11	13	15	8	2
UBXN7-AS1	0	0	0	2	4	1
FAM229A	383	787	632	778	322	236
ERCC6	59	238	193	162	203	160
RPS18P1	0	3	6	3	0	2
AC097625.1	7	0	0	0	10	0
MKRN7P	0	2	0	0	0	0
AL355490.1	5	9	12	8	0	7
RUSC1-AS1	151	640	94	107	194	71
AL162431.1	0	2	0	5	1	0
AL645939.1	0	12	5	17	5	0
AC008696.1	0	0	1	0	0	0
AC245100.2	0	0	0	0	7	3
LINC01529	0	21	2	6	10	0
C3orf86	0	8	7	4	16	6
PSG8-AS1	8	9	6	2	16	0
LINC00115	8	24	4	48	5	8
BMS1P11	0	4	2	4	0	2
AC098872.1	4	0	0	0	0	0
AL445490.1	0	2	0	0	2	0
AC012368.1	6	6	1	3	53	10
AL513365.2	0	0	1	3	0	2
AC002075.1	0	0	5	0	0	0
MTND2P9	1	0	0	1	0	0
AL391244.1	0	0	0	0	6	0
RPS27P16	0	0	0	0	2	0
AL121871.1	3	0	2	4	2	0
AL138767.3	0	8	8	11	2	0
TSBP1-AS1	25	30	11	31	16	8
AC007879.2	0	3	0	0	2	0
RPL7P59	0	0	1	0	1	0
RIMKLBP2	0	4	0	6	7	4
NOL7	1166	3252	3225	3128	2991	1375
CACYBPP1	0	0	0	1	0	0
LINC02249	6	5	6	2	21	3
AL139246.2	4	0	0	0	0	0
CTAGE4	296	1095	205	623	350	48
AC133965.1	0	0	1	0	0	0
AL731557.1	0	0	0	5	0	0
PCA3	0	1	0	0	0	0
AL109741.1	4	29	23	11	13	10
C5orf67	0	0	3	0	0	0
AL121574.1	0	3	0	0	0	0
AL596448.1	4	3	3	0	0	0
NTF4	0	4	3	0	0	0
ODF2-AS1	0	13	0	0	0	0
SATB2-AS1	0	0	2	2	0	0
AC009950.1	95	3	27	25	19	14
AL117339.2	0	0	0	0	1	0
ELFN1	0	8	12	13	0	0
ABHD11-AS1	0	89	218	117	4	10
AC003071.1	0	0	1	0	1	0
MTND1P23	1505	345	863	792	7562	4253
PIGBOS1	88	235	283	191	283	74
LINC01534	4	16	11	14	21	11
CKS1BP2	1	2	1	1	1	0
UBXN10-AS1	18	0	31	55	37	13
LAMP5-AS1	0	0	0	2	2	0
RPL23AP34	0	0	0	0	0	2
TRGVA	0	0	4	0	0	0
GTF2IP14	0	0	1	0	0	0
BX005266.2	0	10	15	28	16	0
SEPT14P3	0	0	0	0	0	1
KCNIP2-AS1	0	5	5	6	8	6
AL355852.1	0	8	0	0	0	0
AL358176.2	0	1	0	0	0	0
CCT8P1	26	39	47	12	15	15
PRICKLE2-AS3	2	7	1	2	0	0
COX5BP7	1	1	1	0	8	1
AC092802.1	2	9	4	2	0	6
LINC01772	22	16	9	15	34	26
FGF13-AS1	2	0	0	0	0	0
NANOGNBP1	0	1	0	0	0	0
AL590648.1	11	0	0	0	0	0
AC234644.1	0	0	2	0	0	0
YBX1P8	0	0	0	3	0	0
TLK2P1	5	11	27	11	12	24
MEMO1P1	7	11	35	44	22	25
PAICSP1	0	4	0	3	0	10
ZBTB45P2	0	0	5	50	28	18
LINC00623	365	711	1185	549	427	354
HNRNPA3P4	0	0	1	0	0	0
AC016772.1	0	2	0	0	0	0
AC062028.2	0	1	0	1	0	0
AC096915.1	0	0	0	0	1	0
AC113935.1	693	326	938	737	876	369
UQCRFS1P1	166	263	436	252	285	234
EIF3LP3	0	0	1	0	0	0
AL158839.1	0	0	0	2	0	1
LINC00937	90	168	139	38	112	59
AC004383.1	0	8	0	1	0	0
AC009487.2	6	56	37	44	15	36
FTCDNL1	19	31	72	73	29	21
PSMC1P12	0	0	0	1	0	0
RPL26P9	0	0	0	0	3	0
PPIAP66	1	1	1	0	1	0
RPS3AP46	1	1	0	0	1	0
BAIAP2-DT	247	379	345	285	365	160
AC004801.1	0	0	0	1	0	0
RPS27AP3	14	0	0	5	11	0
TUBBP10	1	5	0	6	1	7
SLC25A39P1	0	5	0	10	0	0
AL356124.1	4	13	0	0	2	4
AC124944.1	0	3	0	0	0	0
CLCP2	0	1	0	0	0	4
AC137499.1	0	0	0	0	0	1
EIF4A1P5	0	4	3	1	0	2
AP4B1-AS1	0	9	0	5	0	2
TEX22	24	19	48	19	22	12
LINC00685	59	21	6	11	8	6
AC010536.1	17	12	27	12	8	6
HNRNPA1P3	3	0	12	0	6	0
CLK3P2	0	0	0	2	3	0
LINC02519	0	0	0	0	12	0
AC112492.2	0	0	16	3	13	1
SGMS1-AS1	116	237	171	141	164	67
AC007790.1	4	0	0	0	0	0
BX470209.1	11	15	0	7	18	7
WASH8P	839	1131	676	475	190	296
CICP22	0	0	0	0	0	2
RPL26P19	28	22	64	50	52	9
NPIPB14P	25	50	10	43	118	27
LEMD1-AS1	19	31	55	33	67	16
GAS1RR	0	14	0	3	16	3
